#churn_class_label,num_questions,num_answers,num_answers_recvd,a_score,q_score,a_score_stddev,q_score_stddev,relative_rank_pos,answering_speed,mean_rep_co_answerers,mean_rep_answerers,mean_rep_questioner,time_for_first_ans,a_q_ratio,a_post_length,q_post_length,a_comments,q_comments,num_q_answered,mean_max_rep_answerer,mean_accepted_answerer_rep,qrep1,qrep2,qrep3,qrep4,gap1,gap2,gap3,gap4,gap5,gap6,gap7
-1,3,4,1.33333,1,1,1,1,2,698163,,6930,690,430,1.25,1264,821,0,0,3,10494,10494,,250,1130.5,,23,137046,2893,2577,118,1257,7163
-1,0,7,,1,,1,,1,285287,,,2446,,8,450,0,0,,0,,,1,152.667,888,7888,63693,3,75726,5,24318,906890,82707
-1,2,5,2,1,1,0,0,1,346,,780,420,212104,2,234,315,0,3,2,1463,,50,,667,,40114,13325,37066,95126,46207,5,36060
-1,2,5,1,1,1,1,0,1,406094,,17741,6917,18,2,300,493,0,0,1,35080,,11,,739,11277.7,342594,275195,117818,17063,84,10190,1138
-1,7,0,1.85714,,1,,1,,,,10272,,28,0.125,0,928,,2,7,14778,4343,,,,,0,34862,42101,145146,66807,26801,27755
-1,6,1,1.5,1,2,0,1,1,142,,32619,83,2261,0.285714,694,691,0,1,6,53394,64073,,83,,,19887,104636,142,213476,136376,413606,67156
-1,2,5,1.5,1,3,1,2,1,34696,,4852,3006,17,2,878,448,1,0,2,7409,,12,109.5,,14785,0,10175,7183,30,167159,17,6
-1,7,0,1.42857,,1,,1,,,,1472,,51,0.125,0,961,,0,7,1659,1110,,,,,47703,120885,20589,580215,31831,136,14033
-1,0,7,,1,,2,,1,861,,,749,,8,264,0,1,,0,,,58,187.5,806.333,2390,1729,1432,47,741,470,965,1505
-1,6,1,0.833333,0,0,0,1,1,617681,,42470,216,1632,0.285714,430,1750,2,0,5,42470,51962,,216,,,24,21803,3893,161679,11669,2966,59350
-1,1,6,2,1,2,1,0,2,129,,96247,334,78,3.5,376,3950,1,3,1,166464,166464,13.6667,322,821,,10025,69006,146,1330,8998,21614,3861
-1,6,1,1.66667,1,1,0,1,1,29,,164861,4607,97,0.285714,669,694,2,1,6,244709,96261,,,,4607,126689,37668,997,1808,3959,1589,2589
-1,4,3,1.25,1,2,0,2,1,55597,,37043,353,28,0.8,1525,364,1,0,3,41812,41812,28.5,,1002,,0,21627,20,70,1090,10244,30362
-1,3,4,3,3,3,2,4,2,79049,,25055,434,21,1.25,590,1724,2,1,3,85981,11695,46,369,952,,387371,522,22619,473875,376183,250081,325803
-1,7,0,2.57143,,0,,1,,,,28528,,8819,0.125,0,455,,2,7,37211,27299,,,,,16,5605,19921,2932,19000,1435,9829
-1,2,5,0,1,0,2,0,1,10,,,172,,2,347,914,0,1,0,,,2.5,134.5,584,,20,27,223242,5430,3270,1100,21
-1,0,7,,1,,1,,2,133,,,543,,8,651,0,0,,0,,,28.5,280,865.25,,155576,3,5,950,4,99,42
-1,6,1,2.5,0,2,0,2,1,18,,114825,938,4,0.285714,156,493,1,1,6,255919,223787,,,938,,0,7,7,102,81,888,22
-1,1,6,2,1,0,0,0,1,80,,235,1936,277,3.5,205,297,0,0,1,423,423,7,423,801,5189,54380,1213,8672,316,5565,4,4098
-1,1,6,2,2,6,4,0,1,29,,111281,663,7,3.5,383,2467,1,6,1,214774,214774,14.5,318,1210.67,,394,2502,19,303,8,3351,3749
-1,3,4,6.33333,1,4,1,3,1,23,,29517,2118,7,1.25,922,1354,1,3,3,88377,32651,31,,863,3788,34391,119923,6762,10455,2629,1319,11512
-1,2,5,2,0,1,0,0,1,114190,,7845,897,279,2,1362,1081,1,2,2,19344,4454,29,119,910,3399,0,19871,140,34,6264,23920,8
-1,0,7,,3,,2,,2,7688,,,767,,8,906,0,1,,0,,,31,81.6667,968,3157,23929,204,15,1261,98,88,66
-1,0,7,,1,,0,,1,120903,,,377,,8,1460,0,1,,0,,,,106,737.333,,44644,30245,4,7152,3,1213,1446
-1,7,0,1,,0,,1,,,,104866,,11,0.125,0,5649,,2,5,117968,121474,,,,,13,2865,500,209,3300,2818,325
-1,7,0,1,,0,,1,,,,7658,,111,0.125,0,2231,,3,6,8044,10477,,,,,24176,9099,5322,471,43030,2608,6084
-1,6,1,2,0,2,0,2,1,8415,,17608,873,1420,0.285714,97,653,0,1,6,20379,16637,,,873,,9837,10250,13546,56828,133018,171154,8415
-1,3,4,3.66667,1,1,1,1,2,210919,,11922,839,16,1.25,1674,2040,1,0,3,49868,668,,137,698,2383,648,532,160982,34579,58025,959800,2174
-1,2,5,1,2,0,3,0,1,51733,,261,149,1077,2,456,1543,0,0,2,261,261,19,235,,,159953,26204,170,704,28860,13627,31335
-1,0,7,,1,,1,,1,37836,,,149,,8,586,0,1,,0,,,6.4,375,638,,26,346532,47114,64,19,848,6
-1,6,1,1.66667,2,0,0,1,1,61,,37315,57,30,0.285714,3515,961,0,0,5,70900,70572,57,,,,5,48069,31221,19349,76251,417579,34066
-1,0,7,,2,,3,,2,2746,,,6325,,8,1122,0,0,,0,,,,204,,8774,5,95,81,988,1630,1888,2481
-1,7,0,1.28571,,0,,0,,,,1334,,63,0.125,0,1376,,2,6,2175,1952,,,,,2,170177,17268,102491,21542,1418,1205
-1,7,0,0.428571,,0,,0,,,,14235,,16,0.125,0,2463,,1,3,14235,,,,,,219,115169,35755,8397,8918,41551,4609
-1,6,1,2.16667,1,1,0,1,1,838,,51602,7030,52,0.285714,349,464,1,3,6,53856,75569,,,,7030,4510,2391,9056,46091,1026,278,3015
-1,3,4,0.333333,0,0,0,0,1,24214,,900,717,2949,1.25,260,3750,2,1,1,900,900,,166,900,,166840,5949,878,14302,76259,5721,33329
-1,7,0,2.71429,,2,,2,,,,5987,,6,0.125,0,351,,1,7,10940,5771,,,,,2,176,1384,136,1166,75,1382
-1,3,4,1.33333,1,-1,1,2,2,91205,,21721,728,8435,1.25,164,364,0,1,3,24401,19041,1,92,,2726,31,509,2385,7712,14,4,8794
-1,1,6,0,1,0,1,0,1,462890,,,1416,,3.5,458,1567,1,4,0,,,1,225.5,1040,5590,0,76184,63126,237635,18635,8709,1411
-1,7,0,2,,2,,2,,,,11159,,126126,0.125,0,226,,2,7,13743,13450,,,,,0,24404,3109,2831,1320,12974,2939
-1,4,3,1.5,2,6,1,9,2,98668,,5277,807,388,0.8,319,1183,1,1,4,9452,9452,,79,493,1849,53251,13538,207422,9869,26620,1009,264999
-1,0,7,,7,,13,,3,103,,,4825,,8,599,0,2,,0,,,24,154,945,13442,0,32,13,2659,7158,1594,20020
-1,5,2,2.4,0,4,0,3,1,579,,32222,170,154,0.5,539,859,0,1,5,37377,45827,,170,,,0,57,50176,25174,29791,1100,89230
-1,4,3,2.25,1,2,0,1,1,30,,23327,493,23,0.8,386,2100,1,1,4,33956,15555,,185,647.5,,54825,44,59,2457,161,24,3013
-1,4,3,1.75,0,1,0,2,1,461,,2766,84,1150,0.8,640,874,1,1,4,4274,2878,1,125.5,,,0,3660,1337,26,7651,524,16616
-1,5,2,2,2,1,2,1,3,92776,,20655,2489,6,0.5,588,1804,2,2,4,40833,25791,,186,,4792,8,37387,30,8864,4016,20527,11417
-1,0,7,,2,,2,,1,15115,,,8915,,8,212,0,2,,0,,,18,160,1632,20192.3,0,64811,6,19,976,3019,1721
-1,7,0,3,,2,,2,,,,15625,,7,0.125,0,425,,1,7,47249,23796,,,,,0,36003,2730,40403,18597,36782,10383
-1,2,5,1,1,0,1,0,2,299095,,13222,2489,25739,2,652,597,0,1,2,13222,25943,,158,794,3831.33,20514,49995,157578,412485,1455,608,521553
-1,4,3,1.75,1,1,0,0,2,1805,,30986,1136,5,0.8,700,768,1,0,4,53787,35118,,76,,3255,46,4076,7452,1253,16003,12628,12796
-1,7,0,1.71429,,0,,1,,,,11095,,16,0.125,0,782,,1,6,14553,86,,,,,14,182,720,247,28640,2932,1458
-1,0,7,,0,,0,,1,112436,,,166,,8,292,0,1,,0,,,13,227,,,365827,6054,16,993,352,14,239
-1,7,0,1.57143,,1,,1,,,,8394,,307,0.125,0,914,,2,7,9999,8133,,,,,18758,155,2984,7161,14169,7472,8631
-1,0,7,,1,,2,,2,595762,,,623,,8,329,0,0,,0,,,28,210.5,,3232,7,14,4,5,9,4,111
-1,0,7,,1,,1,,1,43010,,,524,,8,892,0,0,,0,,,1,438,807.75,,5772,26,7,15,4383,1932,360
-1,7,0,1.42857,,1,,1,,,,11282,,55,0.125,0,432,,0,7,12186,6356,,,,,11,162913,35,138,7146,116599,1351
-1,7,0,1.42857,,3,,5,,,,3048,,4710,0.125,0,1074,,0,6,4525,5184,,,,,151191,14057,12929,10442,43292,31373,83746
-1,1,6,2,1,1,1,0,1,6467,,46709,16051,1151,3.5,249,1628,1,1,1,93046,372,,372,795.333,46774,8,23012,58577,8,75,504,976
-1,0,7,,4,,9,,2,13,,,1508,,8,479,0,2,,0,,,65,152,1074.25,6042,7549,1410,1023,69,26,51,53
-1,2,5,2.5,2,0,1,0,1,250,,24849,3997,8,2,419,2510,0,0,2,69443,816,,,759,7235.5,5864,20010,79,10105,39,6942,81
-1,4,3,1.75,0,1,0,1,2,279459,,33976,1344,13248,0.8,497,890,0,1,4,58463,58289,,,617,2798,256076,27111,51052,1120,12,3126,2576
-1,1,6,2,0,6,0,0,1,36583,,48754,2895,15,3.5,436,599,0,1,1,67219,67219,11,134,630,6849.5,20426,37,13,469260,61,128059,8696
-1,6,1,2.33333,1,4,0,6,1,231669,,20839,184,137591,0.285714,274,721,0,1,6,29724,15897,,184,,,9,24606,15200,12265,1476,8813,21002
-1,0,7,,2,,2,,2,20,,,3361,,8,566,0,1,,0,,,11.5,161,886,11148.5,3,79,4338,55,42,1061,58
-1,6,1,1.66667,0,2,0,2,1,141,,8615,,57763,0.285714,1620,1418,0,2,6,13092,6541,,,,,0,27,383134,15281,42178,32160,210215
-1,0,7,,1,,1,,1,149564,,,958,,8,740,0,0,,0,,,24.5,163,1030.5,3473,15,13,13,281,25,2677,15
-1,7,0,1.42857,,0,,1,,,,16763,,42,0.125,0,551,,1,6,19190,18959,,,,,4,31772,13208,4285,74674,10220,18606
-1,5,2,2.2,0,1,0,1,1,61572,,27633,122,190,0.5,534,926,0,1,5,69742,69337,,122,,,4102,88035,34344,8395,2123,4373,765
-1,1,6,6,1,0,1,0,1,48011,,11506,1931,3,3.5,287,2151,1,1,1,22787,353,63,353,632,4303.5,0,1124,2,290935,255,166947,41669
-1,7,0,1.71429,,1,,1,,,,6208,,7,0.125,0,796,,1,6,8123,10441,,,,,0,5919,62,1121,3075,27,5500
-1,0,7,,1,,2,,1,2295,,,1840,,8,539,0,1,,0,,,,85,1052,4777,35,58501,4663,634,813,47,5498
-1,3,4,15.3333,3,33,3,43,2,10257,,12366,3639,16,1.25,1014,2967,1,2,3,36800,13387,,,763,4597.33,0,76,1473,203,183,153,856
-1,4,3,2.25,3,2,5,2,2,413511,,2349,1011,45284,0.8,306,2608,0,1,4,6109,311,8,,509,2517,2351,31433,20317,23165,2815,34451,32069
-1,7,0,1.85714,,1,,1,,,,44778,,110,0.125,0,653,,1,6,97619,74239,,,,,123,8604,11957,11062,66087,244,5475
-1,6,1,5.16667,1,5,0,5,2,31,,21834,588,241250,0.285714,668,699,2,1,6,102887,3079,,,588,,20,37445,47518,31,16233,8265,46679
-1,6,1,1.66667,3,1,0,2,1,107,,57460,148,32,0.285714,189,934,1,0,6,62778,61451,,148,,,12,20219,101218,147622,130881,129714,107
-1,5,2,1.4,4,0,4,0,1,222839,,17037,113,47680,0.5,251,1517,0,0,5,17215,16940,,113,,,0,75234,2744,34325,23287,92194,27436
-1,0,7,,3,,5,,2,5302,,,1864,,8,1736,0,1,,0,,,,,1165.67,2562.33,142043,56,1136,204,1862,410,891
-1,7,0,1.14286,,2,,2,,,,123969,,1272,0.125,0,533,,2,7,124216,144322,,,,,34,660700,230,148,14460,196835,15736
-1,2,5,1,1,0,1,0,1,25026,,502,316,2098,2,438,635,0,4,2,502,502,65,216.5,764,,82192,3889,434,1141,3181,1217,171
-1,7,0,1.57143,,1,,1,,,,15148,,4738,0.125,0,534,,3,6,26983,18801,,,,,3,453,1571,54,2642,1212,2769
-1,6,1,1.66667,0,0,0,0,1,19,,5056,81,1123,0.285714,359,916,2,2,6,6369,6369,,81,,,0,29856,24859,53543,37105,23983,19
-1,7,0,1.85714,,0,,1,,,,23003,,1627,0.125,0,363,,2,6,70884,172060,,,,,0,135264,5,15702,20126,140,1044
-1,0,7,,1,,1,,1,2822,,,627,,8,721,0,1,,0,,,15,146.333,546,1696,10145,74735,121356,214453,31636,36005,103612
-1,2,5,1,1,2,1,2,2,140126,,14749,1267,10174,2,437,802,1,0,2,14749,14749,,213,754,3887,76534,27159,20343,11,38,3,70
-1,0,7,,1,,1,,1,3042,,,638,,8,825,0,1,,0,,,40.5,237,645.5,2620,132,1024,29,3001,4139,210,64
-1,0,7,,2,,2,,1,13968,,,328,,8,1216,0,1,,0,,,32,315.25,501.5,,105,48,6,1146,43755,6,9989
-1,7,0,1.85714,,1,,1,,,,55875,,12,0.125,0,686,,1,7,59076,343191,,,,,13,11627,1149,2936,18503,7646,1043
-1,3,4,3.66667,1,2,0,4,2,146416,,521,777,16409,1.25,183,269,0,2,3,1205,418,,74,1011.33,,54973,3716,4209,622638,8262,3048,1635
-1,6,1,4.33333,1,5,0,1,1,770,,48589,158,5,0.285714,747,397,0,1,6,144105,,,158,,,0,21584,8337,4314,45220,770,344
-1,1,6,2,16,2,33,0,3,371633,,1615,1709,585,3.5,893,431,1,0,1,2100,1129,,,746.5,5557,563015,21596,62356,878,6164,1141,47297
-1,1,6,1,1,0,1,0,1,1829,,214467,596,67,3.5,355,1037,1,0,1,214467,214467,22.5,75,801,1856,5452,15498,8,20852,915,6,7
-1,7,0,1.14286,,1,,1,,,,3126,,28961,0.125,0,1214,,1,6,3618,1731,,,,,22,8482,34553,66403,143407,10823,11204
-1,6,1,2.33333,1,1,0,0,1,16,,3275,287,9,0.285714,382,613,2,1,6,8535,11850,,287,,,0,103,3273,16,5947,38622,1794
-1,7,0,2.14286,,1,,1,,,,56523,,34,0.125,0,1489,,0,7,101853,61051,,,,,3,3957,21,10019,482,8173,36
-1,0,7,,1,,1,,1,586,,,2673,,8,307,0,1,,0,,,29,121,1422,5703,142808,8540,26,5556,1557,4,2859
-1,2,5,3,4,7,4,1,2,12975,,4931,6988,404,2,657,1291,0,1,2,7067,4360,,,1284,8414.25,0,160442,2799,10197,2394,52342,338047
-1,0,7,,0,,0,,1,47137,,,185,,8,523,0,1,,0,,,31.6,82,1056,,878576,20,120593,114,26,21501,11
-1,6,1,1.33333,0,0,0,0,1,807,,3337,12,996,0.285714,267,589,0,1,6,4652,2350,12,,,,13,8132,32958,4158,804,2,6768
-1,6,1,1.5,0,1,0,1,1,1253,,2835,46,20105,0.285714,370,476,0,2,6,3111,3556,46,,,,6,41024,17202,1253,201543,82,38966
-1,7,0,2.28571,,1,,1,,,,20380,,18,0.125,0,3453,,4,7,71081,4372,,,,,7,203054,24628,245,1001,143,110
-1,0,7,,1,,1,,1,187256,,,1174,,8,1246,0,1,,0,,,,264.667,898.5,2813,15,230887,30,755,3000,58,9969
-1,7,0,2.28571,,1,,2,,,,94659,,5,0.125,0,459,,6,7,148043,592,,,,,0,9738,2922,131,7081,185,224
-1,5,2,0.8,1,1,0,2,1,174788,,2346,30,23118,0.5,200,618,0,1,4,2346,,29.5,,,,4,44964,71751,43,18565,350358,415664
-1,7,0,2.28571,,1,,1,,,,5620,,7,0.125,0,466,,1,7,9626,8303,,,,,689063,20,38,83,29,20,2253
-1,5,2,2,0,1,0,0,1,147932,,2236,22,99487,0.5,369,636,0,0,5,4093,2945,22,,,,65,316794,94346,263084,18879,6946,8
-1,7,0,1.85714,,1,,1,,,,14322,,6886,0.125,0,1587,,2,7,17832,22399,,,,,0,6112,3020,2908,1396,4297,299870
-1,0,7,,2,,2,,2,81597,,,2887,,8,617,0,1,,0,,,1,419,1024,5913.67,15318,117217,6613,52,41,34,2534
-1,2,5,4,3,4,2,2,5,61,,4096,6289,2,2,330,528,0,1,2,11961,11961,,127,,7829.25,317,5,10,26,14444,25686,1749
-1,1,6,1,3,0,2,0,2,1462,,66,1561,307113,3.5,599,568,1,0,1,66,,39,209.5,784.5,7341,6,4164,107838,414,182,3,18193
-1,0,7,,2,,1,,1,8690,,,295,,8,584,0,1,,0,,,11,174,1184,,0,16,2810,49,1424,12,8
-1,0,7,,8,,12,,4,224,,,15519,,8,416,0,0,,0,,,,,1056,18411.4,40,15,37254,7331,6,1410,8
-1,7,0,1.71429,,0,,0,,,,13082,,21670,0.125,0,158,,0,7,14034,15037,,,,,14,4530,31996,5917,52627,4294,97
-1,0,7,,0,,1,,1,407109,,,772,,8,484,0,1,,0,,,10,189,1068,1988,0,584,31,232,23,984,83748
-1,7,0,2.14286,,1,,1,,,,26365,,4,0.125,0,486,,1,7,42996,35492,,,,,12653,22,21,29,10023,2309,263
-1,1,6,9,2,7,1,0,2,1967,,14354,19119,7,3.5,752,497,1,3,1,71289,,65,322.667,,56841,35934,36,84,1072,10237,14363,48
-1,4,3,8.75,7,6,9,5,3,12447,,8354,1364,5,0.8,668,568,0,0,4,25588,9676,,,756,2581,41,238,6,955,18742,2,15997
-1,0,7,,2,,1,,2,12517,,,3517,,8,597,0,0,,0,,,44,,1130.33,7060.67,12,3,2,605154,15,8,4
-1,5,2,1.2,1,1,0,1,2,42,,28345,438,37445,0.5,145,1827,0,1,5,32513,30052,,271,604,,8615,168265,145544,57333,11751,4763,9481
-1,6,1,2.33333,0,0,0,0,1,8271,,4945,15,53,0.285714,238,1986,0,2,5,11400,397,15,,,,125110,41806,420,8271,20500,71814,184542
-1,5,2,1.2,0,2,0,1,1,3302,,80237,447,1243,0.5,554,859,1,1,5,98747,98747,,,447,,174062,87423,1512,12395,5091,11346,1446
-1,4,3,3,2,4,0,2,2,17914,,22453,1323,14,0.8,185,756,1,1,4,58689,7031,,354,468,3147,0,7562,400,175645,462,1064,21
-1,4,3,2.5,0,2,0,3,1,3834,,12382,157,7,0.8,367,1280,0,0,3,29541,23646,,157,,,222066,31646,3020,76,54436,139511,17
-1,0,7,,6,,2,,2,18,,,6869,,8,656,0,2,,0,,,,,586,8126,0,596,15,782,24,12,25
-1,4,3,2,1,1,1,0,1,464765,,88520,964,12,0.8,382,1987,0,1,4,89432,88175,,,964.333,,6,170888,27447,41854,8907,3,13619
-1,6,1,2.33333,0,1,0,1,1,27,,33268,62,9,0.285714,306,1901,1,1,6,66329,23608,62,,,,0,1363,8597,2975,81,27,2742
-1,0,7,,1,,1,,2,2131,,,3503,,8,757,0,0,,0,,,38.5,182,873.5,11257.5,0,23277,2810,1667,27,1209,10
-1,0,7,,2,,2,,2,304404,,,2089,,8,290,0,0,,0,,,1,187,1442,3634.67,0,11586,8,13342,36,7,4
-1,7,0,1.28571,,0,,1,,,,2579,,192,0.125,0,435,,1,7,2650,2967,,,,,0,53566,5992,2359,47725,81009,10996
-1,0,7,,0,,0,,1,964,,,705,,8,256,0,1,,0,,,27.3333,162,1069,2552,291013,23,10,62,1078,14,10
-1,2,5,0.5,1,0,1,0,1,446,,1252,36,395,2,1315,824,2,1,1,1252,,26.75,74,,,6,198568,191930,3,19,10,10
-1,2,5,3,3,2,3,0,3,233200,,4400,815,15,2,387,413,0,0,2,12115,1644,62,257.5,1336,2164,4,3,151,1366,17463,12548,10406
-1,7,0,3.42857,,1,,1,,,,25571,,5,0.125,0,793,,2,7,52902,15919,,,,,2,2070,2385,340,27516,5020,15944
-1,6,1,1.83333,1,1,0,1,2,941,,14992,387,234,0.285714,381,2162,0,1,6,16316,14776,,387,,,28832,4122,3840,4695,941,1755,18579
-1,2,5,3,1,12,1,12,1,233419,,33745,7513,215,2,662,523,0,1,2,60410,13199,21,,,9386.25,70235,198129,8249,24200,437,1436,4219
-1,0,7,,1,,1,,1,10699,,,332,,8,1050,0,0,,0,,,32.5,259.25,1221,,4,53030,11763,2429,3410,9,13106
-1,5,2,1.6,0,1,0,1,1,623593,,17614,2967,16468,0.5,280,2167,0,0,5,19161,11873,28,,,5906,47,17356,50202,37663,65673,16471,35974
-1,5,2,1,1,1,0,1,1,8838,,50165,961,520,0.5,1738,2029,1,1,4,50782,23744,,,960.5,,7,10,486730,674042,7261,61770,254624
-1,4,3,0.25,1,1,0,0,1,28401,,221,231,2079,0.8,1114,1462,0,4,1,221,221,,231.333,,,21,54,37,1389,2079,4420,377
-1,0,7,,1,,2,,3,4394,,,2034,,8,300,0,0,,0,,,,,1081.25,5844,44420,4088,10,372,96,945,756
-1,7,0,3.42857,,2,,3,,,,13925,,16197,0.125,0,344,,1,7,25964,26596,,,,,15,16953,527834,72766,613143,46181,5829
-1,1,6,2,2,3,1,0,2,5,,1375,1195,1343,3.5,229,625,1,0,1,1859,1859,2,,932,3843,0,44,13,3,17,5,3
-1,7,0,3,,2,,3,,,,21636,,11,0.125,0,596,,1,7,53780,15314,,,,,0,73022,34232,106047,75702,10575,20271
-1,3,4,3.33333,2,4,0,2,2,4184,,38877,3459,13,1.25,444,1966,2,3,3,95551,64017,16,,994,6413.5,19,885,254,371,6174,1427,22361
-1,7,0,2.28571,,1,,4,,,,20982,,7,0.125,0,1385,,5,7,26462,22658,,,,,0,1303,62,291,235,1144,492
-1,2,5,2,1,1,1,0,1,232,,17636,4663,52,2,190,816,1,0,2,17842,17569,,,605.5,7367.67,98348,57,24171,58686,99990,1294,323
-1,4,3,1,1,1,1,0,1,29,,61073,3680,110,0.8,167,443,0,2,3,116661,3397,65,,690,10286,15,2183,14741,126,63560,114750,89068
-1,4,3,1.25,0,0,0,1,1,94425,,16173,112,28132,0.8,168,595,0,0,4,16848,,29,278,,,0,196401,30906,78169,14057,205014,439
-1,7,0,1.85714,,0,,0,,,,21672,,37,0.125,0,2022,,1,7,55139,18389,,,,,19,194186,155293,26441,3171,23739,7739
-1,4,3,3.25,5,4,4,2,3,13212,,11651,3863,679,0.8,351,1709,1,1,4,24357,13951,,,,3862.5,18645,11478,13,29153,931,345,16498
-1,5,2,2.4,1,1,0,1,1,308,,32102,1594,22,0.5,297,439,1,1,5,60137,14628,23,,,3164,21720,1020,131,92370,815316,801,5
-1,7,0,2.42857,,1,,1,,,,29568,,9,0.125,0,780,,0,7,52607,32639,,,,,0,30288,28828,5749,61924,13027,149570
-1,7,0,1.42857,,1,,1,,,,5138,,56,0.125,0,521,,0,6,7336,4611,,,,,0,27363,4290,40348,28972,1615,25706
-1,0,7,,0,,1,,1,19104,,,1538,,8,514,0,0,,0,,,6,228.5,1062.5,6641,2515,24175,136,467079,11,55972,9
-1,5,2,2.2,0,1,0,2,1,334,,16944,63,44,0.5,654,346,0,1,5,33633,18490,63,,,,6,40609,644,101304,2512,6116,24
-1,6,1,2.33333,1,2,0,3,1,10,,6527,379,17045,0.285714,316,1124,1,1,6,14851,9742,,379,,,4396,4588,380307,6816,14,1632,7645
-1,5,2,1.2,1,1,0,1,1,913172,,21009,90,52,0.5,621,564,1,1,4,21804,42551,6,174,,,323985,727,5169,726,74567,77380,142628
-1,6,1,1.16667,0,1,0,1,1,116,,5735,69,27427,0.285714,1156,1685,0,1,5,6676,7987,,69,,,27880,116,417597,261683,28753,67982,102310
-1,1,6,1,1,0,1,0,1,5,,1069,306,1352,3.5,197,847,2,0,1,1069,1069,18,189.5,1402,,119,11,3,30,322,7010,1010
-1,1,6,2,1,1,1,0,1,11,,4556,182,6,3.5,514,2776,1,1,1,7791,7791,3.33333,176,731,,0,18,133263,1489,9,2746,24554
-1,5,2,2.8,1,1,0,0,1,811708,,14379,9785,112,0.5,250,397,0,1,5,26307,26557,44,,,19525,59649,23186,60440,38828,4,9925,14609
-1,0,7,,0,,0,,1,33854,,,747,,8,818,0,4,,0,,,24,78,807.5,3465,5,1275,60,4026,1642,2901,1463
-1,7,0,1.85714,,0,,0,,,,4656,,15,0.125,0,758,,2,5,7166,3676,,,,,8,50241,349,66972,12160,119,955
-1,1,6,1,1,0,1,0,2,5652,,663,111,9,3.5,444,3622,3,5,1,663,,20.3333,202.333,,,4,132698,12722,102,585,37,9
-1,4,3,1.25,2,2,3,1,2,13,,21325,165,287,0.8,456,461,1,1,4,21465,26353,13,241.5,,,12,2830,531,1593,6862,38321,22
-1,1,6,2,1,11,2,0,1,9089,,81494,523,5,3.5,396,1235,1,0,1,120806,,52,227,936.333,,10231,23,1654,8,259,8,14
-1,5,2,3,2,3,2,2,1,1789,,34775,2603,12,0.5,382,1252,2,0,5,57198,46647,,,1324,3881,0,1391,29735,110962,426423,168,15087
-1,0,7,,0,,1,,1,29,,,238,,8,364,0,0,,0,,,48.3333,121,1158,,208,23,24,14,177,933,296
-1,7,0,1.71429,,2,,4,,,,24945,,50,0.125,0,461,,0,7,36330,20055,,,,,5,1476,1561,1339,1015,30114,3119
-1,2,5,2.5,3,5,3,2,2,12,,42846,2601,1273,2,237,830,2,4,2,137389,137389,35.5,,,4311.33,16992,19319,55500,1570,4082,8878,543
-1,0,7,,1,,2,,1,540334,,,35915,,8,608,0,0,,0,,,,,984.333,62113.5,1,3,7,10,8698,4,7054
-1,7,0,2.28571,,1,,1,,,,18931,,8,0.125,0,1982,,2,7,39555,34576,,,,,0,38181,7742,1438,1355,2928,3017
-1,6,1,2.33333,2,1,0,0,3,1304246,,5033,1146,275,0.285714,191,562,0,2,5,7906,7567,,,1146,,254,61223,20354,17249,11465,2864,115
-1,0,7,,3,,2,,2,3397,,,14262,,8,2150,0,1,,0,,,,140,535,19831.6,7,17,19,44,214,61,46
-1,4,3,3.5,2,5,1,2,1,94265,,10183,3088,22,0.8,603,1516,1,0,4,27212,26413,,,,3088,212,135,185,1184,534,1369,1135
-1,4,3,4.5,2,2,1,1,3,10535,,3326,917,28,0.8,969,719,1,1,4,6370,4930,,,916.667,,11108,4186,1519,69,378,1369,25
-1,6,1,3.16667,0,11,0,8,1,7224,,5822,766,2707,0.285714,2513,627,0,1,6,11579,5084,,,766,,93264,107288,653,5935,1261,87,7224
-1,1,6,1,1,1,1,0,1,43963,,395,964,92093,3.5,2013,853,1,0,1,395,395,23,326,1301,3782,90290,58972,33120,71949,26081,5502,11696
-1,5,2,1.4,5,3,2,3,4,3633,,79950,209,80810,0.5,303,322,3,1,4,108253,103128,,209,,,0,185446,1467,4900,2532,21481,2
-1,6,1,2.16667,1,1,0,0,1,284572,,56441,360,8,0.285714,79,760,0,0,6,137199,59761,,360,,,0,116,69,313,10272,77519,7046
-1,3,4,1.33333,1,0,2,0,1,15571,,30758,212,8,1.25,1076,1063,1,0,3,49770,49770,5.5,367,470,,47410,43456,1244,20199,403,24,1731
-1,6,1,1.33333,-1,1,0,1,1,51,,21504,18,12750,0.285714,55,1550,0,2,6,23092,8893,18,,,,1325,3262,8111,467,67360,51,8489
-1,2,5,4,1,3,1,0,2,125774,,15225,219,277,2,972,1681,1,0,2,53857,,,218.5,,,4632,1096,56,33,1416,14387,3335
-1,4,3,7.5,3,13,2,16,4,1595,,21075,5227,15,0.8,329,1335,0,2,4,128933,17110,,,,5227.33,18850,1389,40468,1111,341,3970,6176
-1,5,2,2.8,0,1,0,1,1,219,,48115,326,5,0.5,1579,778,0,1,5,76356,87827,,326,,,1379,366,41728,136891,22973,37399,2656
-1,7,0,1.71429,,0,,0,,,,23729,,279,0.125,0,548,,0,7,45024,150861,,,,,13,1519,216,1356,5815,24794,4088
-1,1,6,2,1,1,1,0,1,619,,10931,4747,5,3.5,253,441,1,0,1,20168,20168,,289.5,627,13324,38786,1083,7273,48,1713,5562,14203
-1,6,1,3.16667,1,1,0,1,2,2862,,8282,857,16,0.285714,263,815,2,1,6,17106,2468,,,857,,24,36882,87643,25937,28818,53327,2862
