#churn_class_label,num_questions,num_answers,num_answers_recvd,a_score,q_score,a_score_stddev,q_score_stddev,relative_rank_pos,answering_speed,mean_rep_co_answerers,mean_rep_answerers,mean_rep_questioner,time_for_first_ans,a_q_ratio,a_post_length,q_post_length,a_comments,q_comments,num_q_answered,mean_max_rep_answerer,mean_accepted_answerer_rep,qrep1,qrep2,qrep3,qrep4,gap1,gap2,gap3,gap4,gap5,gap6,gap7,gap8,gap9,gap10,gap11,gap12,gap13,gap14,gap15,gap16,gap17,gap18
-1,2,16,4,2,2,2,1,2,53902,,22965,6604,116,5.66667,578,1561,1,1,2,54668,19441,35.5,315,1039,33320,335029,73615,31650,19122,1313,24,1159,1780,1051,7236,4306,29,1750,37041,16093,17522,5803,1190
-1,18,0,1.66667,,0,,1,,,,16788,,7888,0.0526316,0,583,,2,17,37849,18591,,,,,0,30655,176794,8469,3073,3064,11507,35885,1257,134413,2498,14551,5611,14470,20204,18638,114,7038
-1,1,17,1,1,2,2,0,2,6,,3196,898,6,9,407,1048,1,1,1,3196,3196,39,148.429,672,3806,1022,7730,1110,17,340,2110,354,12,87,51,995,140,710,15,3707,2,451,873
-1,7,11,7.42857,55,53,137,97,5,628,,21350,6215,8,1.5,1519,1025,3,1,7,73930,41376,,,1100.5,7676.43,0,15787,0,51,106,1155,96,6758,97,1165,6092,4200,1,5809,26003,5813,13042,7488
-1,15,3,2.6,3,2,3,3,1,366663,,17050,5267,14739,0.25,597,572,0,2,15,37877,17208,,,1081,7360.5,38732,126671,14548,28,3113,8660,2560,7521,6101,7946,7085,20708,11348,51912,29748,4709,4076,1334
-1,3,15,2.33333,2,1,3,1,2,130144,,7648,760,12896,4,606,446,0,2,3,23020,5760,44.6667,238.5,879.125,1879.5,14,8,5,37728,264624,50726,2626,10,64944,8633,740015,7,38653,2068,242844,3,6,15
-1,18,0,3.27778,,2,,3,,,,14138,,1787,0.0526316,0,814,,2,18,39100,10530,,,,,5,5960,11592,17158,9052,1252,2670,5641,366,1543,4119,3511,941,18565,1554,34318,52144,7455
-1,0,18,,3,,3,,2,18723,,,3447,,19,1052,0,1,,0,,,,101,931.333,5123.27,52,16,18,11,190,376,19,203,23,546,5,4971,2003,12,8,19659,9413,593
-1,1,17,2,3,1,6,0,1,58325,,9224,1259,30,9,645,378,1,3,1,12806,12806,9.5,168.6,1025,3598.5,24,15694,113050,953,154110,7,61726,10349,492399,99448,16,20,9,291,1322,970,5731,34731
-1,16,2,1.375,0,1,0,3,1,3,,18481,124,17,0.176471,142,939,3,1,16,23190,23190,,124,,,0,27385,2642,213,5500,53,2804,104,20560,314,1265,10099,2242,8882,10207,9,9703,5
-1,5,13,1.8,1,2,1,2,1,30,,22761,394,34,2.33333,307,644,1,2,5,51015,58180,36,216.167,988,1707,11,220434,1192,23,9025,1338,1486,7099,1594,1235,12,3312,2212,60,203,1503,1309,61
-1,5,13,1.6,0,2,0,1,1,150793,,27827,922,18,2.33333,792,926,2,0,5,41176,25151,19.375,318,487.5,5272,11,7212,23206,244180,11,761,11971,29486,61,21,453,20,930,155898,685,685,12896,3105
-1,0,18,,2,,2,,2,16866,,,1032,,19,462,0,1,,0,,,6.66667,227.875,1018.5,4219.33,666849,28,42586,68,62,192,1071,188,5605,117,9,163,52,123,21,90,704,4805
-1,9,9,2,0,1,1,1,1,63097,,17500,1658,112835,1,150,231,1,1,9,20734,24901,,93.6667,1345.67,3535,0,8,21722,57652,9180,63304,41,38512,1724,16692,8970,2600,7522,10481,757,4568,12489,2274
-1,1,17,1,1,0,2,0,1,17,,352,4757,123,9,374,627,2,0,1,352,352,16,,982.5,7689,361273,51527,18,27,21,109,1827,7204,53,52946,8522,84,1565,3043,17,2958,2850,4293
-1,14,4,1.78571,1,1,1,1,2,231529,,12237,916,75194,0.333333,512,1204,0,2,13,25428,32975,,127,498,2911,15,512199,295505,75515,59,80109,9919,56213,73,17338,38755,38760,2892,13104,80629,119609,167466,76853
-1,0,18,,1,,1,,1,10853,,,1649,,19,787,0,1,,0,,,21.5,295.75,610.333,3121.75,13,162850,18655,101,23,8,1478,57,32,12,58,15564,110,2863,7095,8,1296,46
-1,13,5,1.92308,0,1,0,1,1,587,,25145,334,34,0.428571,607,2662,1,1,12,45138,27051,,334,,,31722,789,60,17771,906,50411,507,9581,60655,7280,98,25547,8773,292,1439,7019,8860,37786
-1,0,18,,1,,1,,1,131118,,,799,,19,794,0,2,,0,,,31,198,965.8,3936,534568,10994,3168,1905,1523,2012,4578,1287,13103,1890,1328,14491,1237,3095,5152,61,280,901
-1,0,18,,4,,8,,2,819,,,2573,,19,1017,0,2,,0,,,36,127,1243.29,5326.14,116973,6925,4050,1820,946,40,289,2645,825,1317,15828,49671,9152,72,4186,3958,4784,788
-1,16,2,2.25,0,0,0,0,1,314256,,16913,2750,14,0.176471,147,421,0,1,14,28955,16657,,357,,5143,70382,185816,32780,33433,26195,2909,46235,23093,8374,976,6100,2785,544,2270,449,8253,8873,7118
-1,18,0,1.61111,,1,,1,,,,16881,,646,0.0526316,0,624,,0,18,33772,32806,,,,,0,73447,939,7661,12744,60478,487,15674,41475,9812,18671,117660,28977,89653,14238,53176,9219,63444
-1,3,15,1.66667,6,3,10,2,3,250629,,1484,1932,48710,4,533,1327,2,1,3,1703,1870,41,246.333,1075.33,4351,111332,52189,27746,35737,26058,1211,11670,5,6958,497,2518,6086,29642,43,683,5,3676,51
-1,12,6,1.66667,1,1,1,1,2,9257,,19475,410,1395,0.538462,761,653,0,1,12,30053,28192,,164,,1642,6,45400,46306,12,301932,146692,6358,108550,51948,716,92641,1423,31164,51104,92221,723,47566,19131
-1,14,4,2.07143,1,2,0,2,1,69854,,19699,699,37521,0.333333,819,993,0,0,14,32121,4206,,313,828,,0,7200,168320,42803,36385,4435,24477,28740,6915,93606,67583,7374,2930,3105,1094,6106,50182,1436
-1,1,17,2,1,0,2,0,1,887,,6525,1935,2,9,277,153,1,0,1,10894,10894,10.5,205.8,1021.5,4964.5,6,57,982,11,13,8,6,34,17,856,1966,1083,3,18,3,298,49,16
-1,1,17,0,1,1,1,0,1,92086,,,1355,,9,401,274,1,4,0,,,32,268.333,821,9388.5,1,3,14311,229319,192951,13489,7179,7176,3942,3,3023,1169,17,8,9,10,422,525
-1,2,16,1,0,1,1,0,1,17198,,13378,1860,98525,5.66667,279,1517,0,1,2,13378,26744,63,325.25,891.75,3829,7,7,2585,17,14686,5,1316,89,8,8,636273,8,13,77,66,72245,121160,59851
-1,13,5,1.69231,0,1,0,1,1,8220,,13162,284,148,0.428571,430,1278,1,2,12,22296,13058,,121,934,,0,212706,16379,986,166,1245,11536,1609,1230,5950,28630,2,1438,72439,5771,21473,50,15820
-1,17,1,2.17647,1,1,0,2,2,7,,8170,2812,2386,0.111111,117,1037,0,0,17,12268,9502,,,,2812,0,67427,72774,7957,29,13137,1344,3458,26759,606,924,272,4114,4040,5616,13544,1266,8603
-1,18,0,1.77778,,0,,1,,,,26819,,161,0.0526316,0,757,,0,18,42485,24489,,,,,13,5213,52,92,3422,7868,374,6081,10256,15492,106798,726,1603,501,1667,5339,119,164
-1,16,2,1.875,1,1,0,1,1,93,,11094,2208,72,0.176471,1338,1681,2,0,15,22113,19232,,109,,4307,6,1357,888,4336,10,136,40,83492,41642,148,25864,13109,69025,54676,24601,5679,57686,169610
-1,17,1,1.76471,0,0,0,2,1,578,,6764,44,768,0.111111,66,788,0,2,15,13750,6420,44,,,,4,1167,138,578,8,1007,8594,1229,28152,2614,15326,11821,1135,10199,207,1068,9431,7275
-1,0,18,,1,,1,,1,33646,,,1243,,19,464,0,1,,0,,,14.25,198.5,1065.25,4400.75,5,15,2991,33,4,5643,5708,4,9,553,23,198,6,685,28,4,45,3201
-1,17,1,1.41176,-3,1,0,1,1,8,,5139,41,19388,0.111111,290,3203,3,2,14,6747,6389,41,,,,-551,5249,88199,2521,312,11181,59,2893,1160,1487,588,968,9089,1247,5981,3,9491,65439
-1,0,18,,1,,1,,1,46484,,,727,,19,204,0,0,,0,,,32.25,261.2,1021.29,2246.5,11,37,20,3942,3,3,16,228,21,44,12,12,1018,83,63,4,6,7
-1,17,1,4.82353,0,7,0,5,1,120,,23225,1394,11200,0.111111,109,1145,0,1,17,56873,17507,,,1394,,58274,120,70379,37533,10893,12193,12108,72090,3259,8043,17866,28905,86982,22120,10604,5610,17542,25730
-1,1,17,2,3,4,4,0,2,241,,62544,12806,6,9,760,1513,2,2,1,88276,36812,49,160.75,1546,19587.9,9,23,42,987,40,23,101,12,1451,8658,1494,1202,4635,1173,3100,52,41,1023
-1,0,18,,1,,1,,1,77243,,,1160,,19,773,0,1,,0,,,19,275.8,983,4185.33,0,53459,5705,13,18,22,8,10180,12,35787,20,5657,22,21,10473,21,2674,8521
-1,0,18,,1,,1,,2,76521,,,349,,19,571,0,2,,0,,,18.5556,131,606.333,3640,7,4,8,1402,4,695,11,8,119,111,493,3,782,660,3006,38,26,7697
-1,9,9,6.66667,2,4,2,3,2,22798,,26772,8803,6,1,734,840,1,2,9,90242,36056,26,,958,12880.8,0,11940,14514,1508,9569,40502,1316,28595,24,52,7,2827,6983,3,23,28686,4690,2837
-1,15,3,1.4,0,1,0,1,1,40716,,7212,560,6995,0.25,561,1179,1,0,14,10811,10693,,132,1416,,0,3300,405558,3125,1667,918,165,2878,5605,2857,10720,29649,49260,3047,37454,1274,35639,201725
-1,3,15,1.33333,1,1,1,1,1,155373,,37825,456,1305,4,760,2008,1,1,3,73123,2526,21.6,221,686.667,1942,19,557156,3814,21803,8,7,20160,43167,1365,105,5671,1406,309,1244,18,61,7095,13
-1,6,12,1,11,2,28,1,2,27177,,819,4725,165658,1.85714,810,985,1,0,4,1005,1601,16,,1240,7388.57,4099,31813,7302,4401,6103,5073,10118,175,91111,70253,100578,240771,105288,28343,183065,132860,10,12432
-1,16,2,3.1875,1,1,0,1,1,659711,,12590,1851,10,0.176471,509,1477,0,1,14,32850,19352,6,,,3695,1350,27269,85953,24827,8672,15895,92286,5785,64,27190,60,23,3013,23,19936,15896,78,52860
-1,14,4,1.57143,0,1,1,1,1,10961,,3350,280,3357,0.333333,266,466,0,1,12,5524,6695,31.5,93,964,,66815,4055,6983,7394,600,24,8504,105671,17920,1404,25682,1514,23095,8966,1256,10,910,44795
-1,16,2,3.4375,0,4,0,5,1,4234,,14871,507,524,0.176471,374,832,1,1,16,28439,18999,,,507,,1,83292,1142,43639,9960,100969,3801,6028,83,4265,12714,20638,12597,14754,4123,7325,2820,179754
-1,18,0,2.94444,,1,,2,,,,34127,,11,0.0526316,0,478,,1,18,52909,36149,,,,,12,13312,10328,11578,148,139,220039,324,19797,2156,792,1402,204,1520,4223,7447,10197,1319
-1,0,18,,4,,15,,2,30557,,,3157,,19,384,0,1,,0,,,41.6667,196.333,903.8,7371.43,170249,51774,10,20,29,1077,34,34,7,11,12,85,3,5,10,14,10,19
-1,0,18,,1,,1,,1,23816,,,8149,,19,437,0,1,,0,,,,278.25,1233.33,14678.5,8,18,1250,8,810,1619,4296,45,1293,183,1151,143,203,74,185,274,12060,6083
-1,5,13,4.6,1,7,1,8,1,3997,,12430,6803,38,2.33333,424,756,0,0,5,59022,58206,67,,912.5,8655.2,9,145,19,6,6,1299,140,926,174,11,254,2,23,42,732,56,723,584
-1,12,6,2.83333,1,2,1,1,1,205033,,75580,548,225,0.538462,168,418,0,0,12,133102,13319,,159.333,527,1753,59878,4067,9081,6177,74390,16227,1394,26088,2993,23780,7673,8619,7452,2017,574,51367,3519,10082
-1,2,16,2,2,1,3,1,2,80299,,2085,2135,77,5.66667,489,529,1,2,2,3776,189,16.5,178.5,932,4421.14,1274,7940,18735,31165,33,13512,9487,5514,2873,7,8,8728,2840,15779,108,25,64723,29
-1,10,8,1.8,1,1,1,1,1,11,,15939,1022,45,0.818182,425,1231,0,1,10,31941,34998,,283.333,861,3881,3,10,84,120,30,71,12883,7318,11474,18633,10096,34454,1336,29,4518,12815,8658,20055
-1,6,12,2.33333,1,2,1,2,1,82858,,45107,3065,65,1.85714,331,1149,1,0,6,55035,64201,62,294.5,1130.5,7135,4,7588,18623,6952,40,3110,3,19,19,1049,8683,3,4252,7003,1677,88329,3118,2956
-1,4,14,2,1,2,1,2,1,192397,,5616,1099,6397,3,569,2899,1,2,4,10743,1424,36.6667,283.429,667,4210,0,856551,32122,10144,10006,32,49014,65,2801,18104,554,21,8798,927,11797,106,28,719
-1,0,18,,1,,2,,1,384,,,400,,19,923,0,2,,0,,,15.5556,186.333,754,2594.5,726,449,984,1027,23,65,36,966,4,1494,558,903,33,214,1078,235,7,462
-1,2,16,1,1,0,1,0,1,34511,,4348,341,1935,5.66667,1732,1031,1,2,2,4348,4348,18.7778,166.8,610,3844,7,2667,48,365,3886,11,390,119,261,719,385,986,53,2848,384,5440,248,7
-1,0,18,,1,,1,,1,137704,,,2740,,19,280,0,1,,0,,,20,141.5,815.625,7078.67,0,615,8780,16139,11,7253,1107,26111,20526,30339,24378,21,2917,2412,12155,9126,1,2868
-1,17,1,2.52941,1,2,0,4,2,49,,23215,3555,124,0.111111,774,924,1,1,17,36565,28481,,,,3555,21,1523,7221,42,9813,169,172,1297,238,76,2829,1491,111,726,690,49,1004,1761
-1,14,4,2.28571,1,2,0,2,1,327458,,53131,4069,4950,0.333333,558,744,0,1,14,91639,45654,32,,685,7778.5,32500,696,457,2924,24062,48,1780,5746,89,16,9875,60681,362,81473,569,38579,3017,93779
-1,3,15,1.66667,0,2,1,3,1,175468,,16048,2733,6,4,297,702,2,3,2,17464,17464,24.6,279.25,487.333,17777.5,44495,8793,4655,2647,5,71,34,2455,58244,64478,4618,66509,13864,69121,1195,5758,5648,13
-1,11,7,1.90909,1,1,2,1,2,316807,,17592,1340,59,0.666667,449,574,0,2,10,37533,2901,,141.75,716,7380,5,12673,324,31464,14577,96379,259,21495,53359,112106,64955,18470,46220,86651,7,29883,123383,338733
-1,10,8,3.2,1,3,1,3,1,47312,,40972,4690,16988,0.818182,1201,793,0,0,9,66102,75198,46,,752,11488.7,24456,2936,1372,6657,2013,2477,6856,33,372,2547,5038,61387,24715,110912,2666,11285,6109,5416
-1,1,17,4,1,0,2,0,1,627,,4125,3384,17,9,551,1884,1,11,1,7663,,20,199,670,18507.3,0,10317,43093,18701,8438,25910,90748,10002,38920,14,1571,17316,7321,34537,11436,18741,129557,242005
-1,1,17,3,7,0,12,0,2,266778,,978,5278,31,9,590,1067,1,0,1,1467,1457,,274.75,886.2,10524.4,1905,58628,10679,7168,46,622,79705,577243,26569,717,14,53567,46467,20900,31113,10685,30420,213364
-1,0,18,,1,,1,,2,56082,,,2408,,19,538,0,1,,0,,,20.1111,190.4,,10552.2,48812,141050,9,8,490,127,549755,18842,18797,39873,15,92255,162,322728,8,5,140778,26
-1,7,11,1.71429,1,1,1,1,1,1129,,23596,86,1116,1.5,464,1571,2,0,6,47192,7945,27,134.667,,,10,11826,9,19762,47619,48914,227789,29941,65,211,9754,331,1546,2492,32,332,71902,21258
-1,1,17,1,0,-2,0,0,1,2576,,264,64,7281,9,228,673,0,4,1,264,264,9.61539,156.667,489,,26061,7281,4,17,4,12,6,9,3,7,10,3,8747,13,3,5,10,5698
-1,7,11,2,1,3,2,4,1,46270,,23857,1789,126,1.5,975,1283,1,0,7,47545,47545,7,98.5,558,3670.4,0,340,5498,6256,2160,541,41448,11378,37351,85309,441,111671,17209,10030,2951,11822,14320,1201
-1,1,17,1,0,0,0,0,1,4355,,5855,1518,52371,9,449,1170,1,3,1,5855,5855,33.25,293.6,962,6277.67,46700,15,32361,41,7,6,536,3,210,1408,51,495,4,1605,748,3,605,1584
-1,0,18,,2,,2,,1,662,,,1262,,19,317,0,1,,0,,,47.3333,301.667,930.8,4028,432,8789,13101,151190,7870,477,108857,16513,17661,9,2,294,61,306,418,16,620,3
-1,9,9,1.44444,0,1,1,1,1,62278,,6645,1679,492,1,473,724,0,2,8,18751,3397,17,420,662.5,11989,113645,2934,55,138,185,5,1089,208,161,1383,11710,3727,2908,12,1513,2836,1361,669
-1,2,16,0.5,0,0,1,0,1,179151,,3898,698,35,5.66667,344,615,0,2,1,3898,,27,154.5,707.75,3782,45918,1265,50,34751,13,17,4096,18944,53,7,15,6,26,10,2772,4472,18701,12503
-1,18,0,1.16667,,0,,1,,,,5403,,507,0.0526316,0,1677,,2,15,5941,6829,,,,,6,3312,620,604,1407,567,430,9127,1191,1428,239,3369,3916,5739,2955,2057,1123,175
-1,0,18,,1,,1,,1,7302,,,178,,19,403,0,1,,0,,,16.0833,154.4,,2247,15,1469,1214,1049,3409,1825,3539,77,9501,12,560,6091,1867,7162,2085,197,1095,5940
-1,0,18,,2,,1,,2,139,,,2293,,19,516,0,3,,0,,,31.5,190.444,843.6,17636,32142,7141,12,1041,38,2354,215,1411,188,38,437,50,89,1038,368,1106,1699,24138
-1,2,16,2.5,1,4,2,2,1,1579,,5843,2918,141252,5.66667,291,569,1,0,2,12831,1754,20,212.4,1106,8450.4,7,1950,821807,2098,1431,3,15,824,5776,5,7,7,24,1,1828,1,6,114
-1,17,1,2.35294,0,1,0,2,1,489609,,37251,,39,0.111111,30,450,0,2,16,62910,59543,,,,,255,63,1063,99,28,36,1137,206,238,93,43,95,51,772,367,1037,211,965
-1,18,0,1.05556,,0,,1,,,,63481,,31,0.0526316,0,611,,3,14,78895,20107,,,,,27,664248,4016,1489,1500,11969,5632,6024,26057,2241,7122,4692,2510,10039,3336,10924,211353,2971
-1,0,18,,2,,3,,1,81,,,6890,,19,300,0,1,,0,,,3.5,187.667,772.4,17635.5,213,1312,16174,11496,2479,8730,182,1268,7873,872,130594,11054,8904,866,130,1018,1546,69066
-1,15,3,2,0,1,0,2,1,1100,,7416,51,658,0.25,402,1844,2,2,13,14347,4192,14,124,,,0,8686,111154,120611,155639,36334,140808,24410,122494,4097,3264,6,1285,1095,17471,8700,11447,111
-1,1,17,6,0,5,1,0,1,586,,5355,4252,13,9,244,1281,0,0,1,10827,10827,,214,879.5,6948.11,0,5,3,8,20,22,19,30,605,2,21,208,1,3,626,4,15,9
-1,18,0,2.22222,,1,,2,,,,37640,,13033,0.0526316,0,642,,1,17,89736,75412,,,,,16,13601,10022,3727,33569,15912,42459,21915,28676,13344,5144,44693,10188,26058,1356,24378,518,12418
-1,2,16,6,1,4,1,2,2,1189,,7962,1992,46,5.66667,465,768,1,1,2,23901,10225,14.3333,210.667,804,3699.38,12,1053,2818,10839,409,449,1945,29883,2567,47,30453,74,125,58,817,367,1298,407
-1,16,2,1.75,2,2,0,1,1,8862,,14336,271,13381,0.176471,3707,2231,1,2,13,22088,13617,,271,,,0,4454,4083,3306,25081,228487,4323,37599,9627,53134,6431,15212,548,50041,1378,11503,17176,36070
-1,1,17,4,11,1,23,0,4,97,,34343,4232,36,9,878,2759,1,8,1,112261,15217,39,169,1494,5824.83,58,799,5780,134,2,1546,288,1037,2473,8,1622,5,59,288,33,1090,1243,1288
-1,16,2,2.25,2,2,0,1,2,4,,25358,1954,24,0.176471,154,1125,1,2,16,34293,27304,,,457,3451,2,173223,2694,1862,29906,1355,19063,15579,39438,7025,57684,4052,49281,6701,3091,3216,57125,206
-1,13,5,1.53846,2,1,1,1,1,9985,,8833,1935,294,0.428571,394,2614,3,2,13,11319,11747,,135,687,4360,43,49,1401,19936,57751,2687,1725,3996,10448,1391,1129,340,2790,120722,59100,17615,34307,64
-1,1,17,1,2,2,2,0,1,39868,,13985,1514,710,9,784,793,2,0,1,13985,13985,10.25,232.5,876.167,3996.2,24,634,7223,1436,17205,31867,20073,39838,354,10,8782,19347,533,110766,99488,8,124015,2807
-1,5,13,2.6,0,2,1,1,1,105166,,23663,929,973,2.33333,634,983,1,2,5,55562,8984,20.5714,218,712.5,3428.33,0,259144,60,7188,11219,19,2840,10,28839,17572,46076,94811,33149,20,9124,31311,200392,7
-1,0,18,,1,,1,,1,1363,,,121,,19,441,0,1,,0,,,23,256.4,625,,29,34,100,916,17,6,47,31938,23,15,823,571,130,1131,31,77,1366,172
-1,1,17,3,1,2,1,0,1,1889,,2750,968,112,9,449,488,1,0,1,5235,5235,18,239.5,1086.17,4445,0,8,14445,4383,3023,27252,1535,47494,25954,36891,10883,2785,71198,15809,2896,7223,8628,2885
-1,17,1,0.764706,0,0,0,1,1,9960,,3400,48,1069,0.111111,541,1764,0,2,10,4404,1914,48,,,,4,23132,1197095,70218,8664,9960,13110,11483,74905,15501,10431,37229,9856,43461,24363,30367,10014,11624
-1,1,17,6,2,4,3,0,2,4951,,5859,4388,3,9,506,836,1,0,1,12828,12828,,374,1064,5149,1642,162,5723,7,2696,6,727,1421,1051,3895,272,126,4263,77,984,16015,67,1580
-1,0,18,,1,,1,,1,2345,,,2562,,19,1403,0,1,,0,,,31,237.25,804,9807.5,493975,35977,8,11456,8,89139,10062,17283,3356,5388,6093,36019,9695,20437,10501,77772,820,12789
-1,1,17,1,0,0,1,0,1,5300,,2303,3032,98,9,458,651,1,0,1,2303,2303,9.66667,173,984.25,11755.8,19,35013,1101,99,5563,1892,1440,5342,289,21,7,1503,1357,161,972,429,129489,2971
-1,17,1,1.11765,0,0,0,1,1,177,,31326,18,24644,0.111111,211,292,1,1,17,34197,38447,18,,,,15945,50,928,13022,4573,6016,1391,150,1098,8740,1188,4633,5364,55,167,1537,2600,2749
-1,1,17,2,1,1,1,0,1,20276,,935,239,40,9,352,518,1,2,1,1279,1279,25.8,174.75,634.75,,245031,8334,326,9528,47695,98,4144,5722,6,40,299,410,780,1415,2121,683,55,40
-1,1,17,3,1,0,2,0,2,29,,3003,350,5,9,811,5453,1,0,1,6337,2667,24.7143,271.4,994.25,,399,22,698,56,222,20,28,8833,26,140,690,306,79,43,28,132,180,549
-1,0,18,,1,,2,,1,5,,,322,,19,263,0,1,,0,,,23.8333,225.875,962,,6971,22,168,33,1052,84,9,8,202,1471,126,87,29,867,3,35,82,27
-1,13,5,2,1,3,1,4,1,295569,,10751,525,163754,0.428571,1059,1111,0,1,12,28357,6358,18,388,1099.5,,0,32967,182,10998,17368,138,2753,549,35446,48878,17316,41722,42134,502951,25694,235609,14508,27453
-1,3,15,4.33333,0,3,0,2,1,990,,73428,1899,1478,4,489,548,0,1,3,158209,86486,24.6667,121.667,972.2,7095.67,3102,112297,38,867,2069,2330,30,27,6,26,7,235,114,1286,230,1463,1461,3
-1,6,12,1.33333,1,2,1,1,1,49809,,9935,577,2530,1.85714,704,1686,2,2,6,13909,8165,7.33333,221.8,784,3439,14,308,52,979,97,4,12,19,3079,1095,5,35,1518,9965,8633,1759,4580,5470
-1,3,15,3.66667,2,1,3,0,1,73285,,23576,1680,448,4,756,1104,1,1,3,95493,10814,62.5,143,997.571,4452.75,34,221635,5479,252,17,30,41,2530,194,86,6993,2994,1186,5835,1622,145,1282,67
-1,12,6,1.75,0,2,0,2,1,22874,,12896,1232,91544,0.538462,345,461,1,1,9,21114,20601,3.5,155,695,5842,0,13353,54,63290,31545,86783,3206,2420,85092,6,5942,122373,15326,50578,153249,82,2048,3
-1,8,10,2.25,0,1,1,1,1,729,,37731,856,30,1.22222,541,471,1,3,8,72234,37565,,198.333,840.8,2904,21,980,161,5674,1811,10,22,1042,1443,167,5638,90,2868,6977,52,97,336,2395
-1,4,14,2.25,1,2,1,1,1,4959,,60287,2610,6,3,729,158,1,0,4,118977,116910,11,128,947.333,4178.25,25,42,2,5152,1360,144,7760,23962,2791,103,1372,345,697,88,160,623,4,34166
-1,10,8,2.2,0,2,1,1,1,21241,,15828,2676,90,0.818182,711,954,1,2,10,44102,43729,5,298.667,477,10013,5,12,4786,9,37029,112,4249,3,7,6055,26957,4498,143,1205,5,5924,13436,5101
-1,18,0,1.72222,,0,,0,,,,5762,,10,0.0526316,0,649,,1,17,9997,5929,,,,,3393,5678,1070,1518,11891,3951,5699,4712,23110,1442,9632,5926,3052,7264,2580,4613,18624,4254
-1,18,0,1.77778,,0,,1,,,,7546,,15462,0.0526316,0,980,,4,16,12446,8909,,,,,1702,1865,5064,67608,14711,50169,135,6197,44064,11597,8506,1583,7468,1069,5884,2776,1712,19882
-1,5,13,1.4,0,1,1,1,1,50312,,13232,537,9676,2.33333,200,971,1,1,4,23433,126,11.75,157.8,912,2160,0,134150,8674,14171,29195,4051,8,6,50,4,213104,217074,63,3,7,47602,6267,11
-1,1,17,2,2,1,1,0,2,76870,,4244,4121,134,9,868,2072,1,0,1,7032,1455,6,174.25,1098.5,8690.29,42321,18,197756,100,10222,13,9,4551,44,163,31,707,105,6,15,153,6,18
-1,5,13,0.8,1,1,2,1,1,182536,,16902,553,30,2.33333,407,352,1,0,3,20728,,35.25,236.75,981,2177,100,146,67242,89670,66,41342,80,61858,35,80,89,19,62,6,131180,21482,31272,7380
-1,17,1,2.29412,0,1,0,2,1,657,,25263,6,26,0.111111,419,1290,0,2,16,49085,32235,6,,,,42,1136,1583,5191,2289,22895,1550,1391,5085,2196,3425,1861,13830,79,494,3030,69,1685
-1,2,16,0.5,1,0,1,0,1,171054,,123,542,470729,5.66667,765,1323,1,0,1,123,123,28.5,197,591.5,2897.5,77,42290,492,20644,34216,3041,189652,167602,12715,15,57,2193,24507,55201,62153,27428,58,16
-1,0,18,,1,,3,,1,246,,,1098,,19,571,0,2,,0,,,21.5,96,859.857,3093.5,10,7,3807,6,3,17,9,6,11,10,9,20,5836,14,6,4,5644,12
-1,5,13,1.4,0,1,1,1,1,83010,,17432,178,252,2.33333,1387,678,1,2,5,32552,2253,31.625,312.25,815,,11,39,5,115,82,20,5544,20011,4268,974,226,8,24114,4956,7412,4260,2807,755
-1,1,17,1,1,0,1,0,1,10994,,15699,819,776,9,700,531,1,0,1,15699,15699,32,136.8,1039,2301.67,19,25029,12653,19,14,197,10,4,4171,11814,1456,16,554,411,19,9,990,444
-1,0,18,,3,,4,,2,1532,,,3709,,19,505,0,2,,0,,,23.5,188.5,699,6354.3,283944,1219,1778,18332,315,8520,1354,4948,22618,9774,13050,20084,5757,94,9,1590,1306,46726
-1,1,17,1,4,3,5,0,2,8769,,837,1637,779579,9,1174,758,2,1,1,837,,33,202.857,977.667,4681.4,344289,377358,58701,11369,21325,289,327,26733,47,46588,22630,1201,330,102,1862,28,595,27
-1,5,13,2.6,1,2,1,2,2,111306,,37346,3152,21116,2.33333,291,774,0,2,5,72877,98735,42,241,870.5,8445,19,6522,3860,105615,12323,53242,10337,31431,132589,18722,44787,94753,80610,53411,70647,453623,17302,16975
-1,0,18,,2,,2,,2,867,,,2376,,19,619,0,1,,0,,,9.5,191.333,818.714,6073.17,91816,108367,49997,11478,23397,50081,4401,4284,31745,165524,226323,61,51657,67690,8918,1169,69278,18515
-1,0,18,,0,,1,,1,14591,,,480,,19,487,0,2,,0,,,19,159.75,688,3217,17990,6211,926,3,112,7,346,899,20,184,186,1080,15,174,11,4202,1709,8298
-1,9,9,1,1,0,1,1,1,241786,,2068,739,34,1,790,657,1,1,7,2828,1686,10,237.75,1274,1869,10,3223,5399,290,1207,1415,345,1311,5858,14120,7351,27257,93804,41465,410,9859,1421,5441
-1,0,18,,3,,6,,2,2484,,,1503,,19,544,0,1,,0,,,26.6,165.6,965,4026.83,328338,57,96612,7,9,10,11,1175,153,16,229,5,4,17,1389,8583,127,19
-1,1,17,0,1,3,1,0,1,93567,,,400,,9,634,3499,0,1,0,,,17.5,168.714,566,3821,117,23668,3279,58460,13412,36486,6815,9,7378,3116,50560,81,48700,9,7,16,987,41161
-1,17,1,1.64706,0,1,0,1,1,2698,,14531,99,1380,0.111111,85,470,0,0,17,26171,18421,,99,,,0,55,1058,423,2794,478,713,156,7159,108,1586,1003,24880,25846,369943,2892,99434,79
