#churn_class_label,num_questions,num_answers,num_answers_recvd,a_score,q_score,a_score_stddev,q_score_stddev,relative_rank_pos,answering_speed,mean_rep_co_answerers,mean_rep_answerers,mean_rep_questioner,time_for_first_ans,a_q_ratio,a_post_length,q_post_length,a_comments,q_comments,num_q_answered,mean_max_rep_answerer,mean_accepted_answerer_rep,qrep1,qrep2,qrep3,qrep4,gap1,gap2,gap3,gap4
-1,2,2,1.5,1,0,0,0,1,5,,33221,659,54,1,189,925,1,3,2,62328,62328,67,,1251,,41,40317,176,16
-1,2,2,2.5,1,0,0,0,1,375367,,20578,17863,40,1,589,1015,1,2,2,53149,10341,25,,,35701,5,10594,944,279203
-1,4,0,2,,2,,1,,,,1819,,50,0.2,0,1557,,0,4,3821,648,,,,,12,73060,11533,5741
-1,1,3,1,1,1,1,0,1,110792,,51,91,3000,2,1321,526,0,0,1,51,51,27,220,,,19986,3000,71041,807390
-1,2,2,1.5,1,1,0,0,1,22046,,1724,310,12,1,272,605,1,2,2,1910,1910,6,,613,,20693,28,2857,130575
-1,4,0,1,,1,,1,,,,12144,,34,0.2,0,1529,,1,4,12144,16175,,,,,244972,345537,12962,11067
-1,2,2,1,1,1,0,0,3,8576,,94,94,4377,1,140,334,0,0,2,94,,16,171,,,661443,24465,132390,1660
-1,1,3,1,4,3,2,0,3,205,,9234,2351,5,2,497,1670,0,0,1,9234,,,,692,3180,87974,391611,1600,4120
-1,4,0,1.5,,1,,1,,,,18682,,119,0.2,0,414,,0,3,21473,17498,,,,,10431,1326,1590,232828
-1,3,1,2,0,1,0,2,1,28,,4872,97,916,0.5,811,518,2,0,3,8708,4063,,97,,,0,4353,33312,28
-1,4,0,1.5,,2,,1,,,,5047,,38187,0.2,0,743,,1,4,6899,3021,,,,,0,105644,36154,2248
-1,3,1,3,2,3,0,2,2,27280,,15197,16105,24,0.5,442,492,0,1,3,36712,832,,,,16105,0,9,2555,10470
-1,4,0,1.75,,3,,1,,,,19386,,10215,0.2,0,942,,2,4,35248,33578,,,,,16904,182563,386294,274834
-1,1,3,1,2,0,3,0,2,396506,,53178,915,9,2,1038,352,0,0,1,53178,53178,,188,1279,,9526,160920,60521,232697
-1,1,3,2,2,1,2,0,2,50,,19108,1219,4,2,319,219,2,3,1,37472,37472,,153,,2284,15,43350,3,18585
-1,4,0,2.25,,1,,1,,,,11296,,7,0.2,0,1788,,4,4,11790,14998,,,,,13,4491,11974,22521
-1,4,0,1.75,,2,,0,,,,5221,,630,0.2,0,877,,2,4,7102,4270,,,,,18,72677,19543,220580
-1,1,3,5,-1,23,2,0,1,2268,,2836,559,11,2,367,684,1,0,1,10428,1084,,334,671,,86,128001,1461,40242
-1,3,1,5,0,2,0,2,1,1188,,39810,93,12,0.5,451,1646,0,3,3,124262,93,,93,,,0,7086,10420,1188
-1,4,0,1.5,,1,,1,,,,3212,,98,0.2,0,417,,2,4,3415,2747,,,,,21518,1234,114874,18961
-1,0,4,,2,,2,,1,126,,,1199,,5,170,0,1,,0,,,,199,1411.5,1773,0,1647,374,174
-1,3,1,4.33333,0,1,0,1,1,1988,,14067,2123,5,0.5,453,463,0,2,3,62766,4924,,,,2123,0,57462,1988,25849
-1,4,0,1,,0,,1,,,,5718,,37,0.2,0,1082,,4,3,5761,8317,,,,,865,93,27433,9355
-1,0,4,,1,,1,,1,339297,,,1079,,5,511,0,0,,0,,,66,323,1279,2648,30342,84,7,30726
-1,4,0,2.25,,1,,1,,,,7535,,32,0.2,0,1189,,2,4,15252,25857,,,,,166,548374,5627,10051
-1,0,4,,3,,2,,1,59,,,593,,5,469,0,1,,0,,,1,,790.333,,20120,19,1321,539412
-1,3,1,1.33333,1,1,0,0,3,1726,,1279,31,2428,0.5,623,752,0,0,2,1385,,31,,,,30188,1726,703771,33062
-1,2,2,1,-1,2,2,2,2,60,,12807,414,11,1,157,1072,1,0,2,12807,12807,21,,806,,2058,8,257973,305382
-1,3,1,2.33333,0,1,0,1,1,92,,6742,4486,6,0.5,528,792,0,3,3,16153,827,,,,4486,13,56410,36,465733
-1,4,0,1.25,,1,,1,,,,11158,,163,0.2,0,569,,3,4,11756,11756,,,,,96233,24542,90929,1481
-1,3,1,1,0,-1,0,1,1,474547,,1843,93,82,0.5,511,1360,0,0,3,1843,1767,,93,,,5,839926,296484,5190
-1,0,4,,0,,0,,1,206,,,217,,5,779,0,1,,0,,,28,280,,,217,32,58677,28
-1,2,2,3,1,1,0,1,1,3,,1603,678,12,1,218,1761,9,3,1,4969,,,168,1188,,6,5,75,135775
-1,3,1,1.33333,0,1,0,1,1,5,,38378,14255,9,0.5,373,1616,0,2,2,93239,2251,,,,14255,4,361,19871,4203
-1,1,3,1,2,0,1,0,2,85,,17237,573,3,2,825,766,3,0,1,17237,17237,8,,,1702,57087,11,12,3
-1,4,0,2.75,,0,,0,,,,24521,,6,0.2,0,2002,,1,4,34833,2278,,,,,53,17338,11550,11647
-1,0,4,,1,,0,,1,32,,,64,,5,312,0,1,,0,,,39.3333,139,,,47444,29,40153,32025
-1,4,0,4,,2,,1,,,,34791,,16,0.2,0,951,,2,4,81321,70420,,,,,0,1839,2096,3437
-1,4,0,2,,1,,1,,,,32227,,13,0.2,0,142,,1,4,37183,44531,,,,,0,23052,45,139295
-1,0,4,,1,,1,,1,12855,,,2335,,5,538,0,1,,0,,,,396,1101.5,6742,83911,355335,11,274
-1,0,4,,1,,0,,1,206032,,,12117,,5,238,0,0,,0,,,,115,,16117.7,0,141158,42615,260913
-1,0,4,,1,,0,,1,15,,,222,,5,235,0,0,,0,,,21.5,195,649,,32,507,19,16
-1,0,4,,1,,1,,2,82,,,18383,,5,851,0,0,,0,,,,,899,24210.3,0,48,12,36
-1,0,4,,0,,0,,1,130,,,292,,5,742,0,2,,0,,,57,134,842,,21,1268,26,581
-1,1,3,1,1,0,0,0,1,23257,,126,480,3633,2,305,589,0,0,1,126,126,,,480,,35403,7787,10,11
-1,0,4,,3,,2,,2,294,,,712,,5,654,0,1,,0,,,,248,866.333,,86,1528,1892,21
-1,4,0,5,,1,,1,,,,9416,,3,0.2,0,478,,4,4,18089,30918,,,,,16,20181,7130,64
-1,4,0,2.75,,-1,,1,,,,6320,,22,0.2,0,390,,1,4,11404,,,,,,10,4598,96694,4265
-1,4,0,2.25,,3,,0,,,,20177,,220399,0.2,0,438,,1,4,60712,80717,,,,,0,12751,236,7454
-1,0,4,,1,,1,,1,367171,,,1896,,5,1328,0,0,,0,,,,333,,3459.5,2006,11,17,35
-1,2,2,2.5,5,1,4,0,2,298179,,5311,1930,107,1,340,1342,2,0,2,11820,11820,,,1269,2590,10,653915,94650,4663
-1,1,3,1,0,2,2,0,2,32,,156,404,889,2,436,276,1,1,1,156,156,7,353,851,,141589,49,1297,7050
-1,0,4,,2,,2,,2,5,,,1346,,5,317,0,1,,0,,,,341,1035,2662,16,1,25,5
-1,4,0,1.25,,4,,3,,,,34758,,1572,0.2,0,2119,,3,4,37131,37131,,,,,782179,5893,258849,112340
-1,0,4,,1,,1,,2,414,,,2040,,5,618,0,4,,0,,,,134,823,3601,283662,1469,25,11408
-1,0,4,,1,,0,,1,238,,,19,,5,443,0,2,,0,,,19,,,,30,24,10,31
-1,0,4,,0,,0,,1,51,,,26,,5,141,0,1,,0,,,11.3333,70,,,75507,1284,783,137
-1,3,1,1.33333,1,2,0,2,1,116,,9661,237,285,0.5,107,578,4,0,3,10153,3686,,237,,,6,90602,7643,4112
-1,0,4,,5,,6,,2,2496,,,2625,,5,591,0,1,,0,,,,,1102,3132.67,32,23,508,845
-1,0,4,,0,,0,,1,19937,,,621,,5,432,0,1,,0,,,,182,1059.5,,213220,471595,8,11
-1,4,0,1.75,,1,,1,,,,7230,,88,0.2,0,848,,4,4,11848,8102,,,,,12,3717,1051,1766
-1,2,2,0,1,0,2,0,1,20,,,52,,1,191,434,1,1,0,,,1,103,,,6,5306,92,203
-1,2,2,1.5,1,0,0,0,2,401818,,1581,22,6,1,867,2015,0,1,2,2042,1120,21.5,,,,143,1882,3909,27
-1,1,3,1,2,0,1,0,1,324,,2909,2219,20,2,269,733,1,0,1,2909,2909,,279.5,,6097,60733,5,3119,527080
-1,2,2,3,1,2,0,0,1,70601,,8642,33768,182,1,6699,1423,0,0,2,21088,134,,,,33768,128165,2949,10,158314
-1,3,1,1,0,1,0,1,1,51980,,9486,704,102,0.5,300,642,0,1,3,9486,26526,,,704,,1,32421,169647,14277
-1,3,1,4.33333,0,1,0,1,1,2907,,10834,51,3,0.5,839,595,0,4,3,28646,16840,51,,,,0,2880,26,7276
-1,1,3,1,1,1,1,0,1,183064,,907,226,23155,2,3247,344,0,0,1,907,907,6,121,551,,1066,207,4157,1265
-1,3,1,2.66667,1,5,0,2,1,24,,9421,374,10,0.5,383,1895,0,1,3,23784,1921,,374,,,0,198678,10111,38351
-1,4,0,2.25,,1,,0,,,,1793,,62,0.2,0,820,,0,4,3535,860,,,,,7,35,9977,8904
-1,3,1,1,0,1,0,0,1,958559,,456,987,28,0.5,433,439,0,1,2,623,49,,,987,,15950,10430,66,4215
-1,4,0,1,,1,,2,,,,10800,,1567,0.2,0,653,,2,3,14855,22102,,,,,504024,231939,8603,14245
-1,2,2,1,0,1,0,0,1,127638,,1888,658,10,1,1010,1288,0,0,2,1888,1888,11,,1305,,90904,355,97686,5460
-1,2,2,1,0,0,0,0,1,17,,31669,11633,27,1,730,1409,0,2,2,31669,15438,,,485,22780,5,101,35,13
-1,3,1,3.33333,1,1,0,1,4,19730,,4461,30,66,0.5,827,1498,0,1,3,7900,,30,,,,0,19730,440,88891
-1,1,3,6,3,7,2,0,3,15,,3990,1434,1,2,359,905,0,0,1,17731,2670,,410,,2458,1461,66,2863,4317
-1,4,0,1.25,,1,,1,,,,3501,,34120,0.2,0,1198,,0,4,3634,9761,,,,,178720,52972,209321,18448
-1,4,0,2.5,,4,,1,,,,32435,,9,0.2,0,232,,0,4,61370,,,,,,1,15622,1568,110501
-1,0,4,,2,,2,,2,6,,,90,,5,353,0,1,,0,,,32.5,147,,,469241,23,18,89
-1,4,0,2,,1,,1,,,,10058,,11,0.2,0,833,,1,4,23649,27872,,,,,9,10514,3974,8904
-1,1,3,2,1,1,0,0,1,1855,,938,39,62,2,289,545,1,0,1,1781,1781,10.5,95,,,30771,1578,62,143761
-1,4,0,1,,0,,0,,,,1258,,9,0.2,0,1003,,2,2,1590,1593,,,,,10,225,2828,12954
-1,2,2,2,1,1,0,0,2,1232,,16151,11443,5207,1,1229,1478,2,1,2,28833,14870,,,,11442.5,301372,103042,359120,26
-1,4,0,2.25,,0,,0,,,,29352,,7,0.2,0,602,,0,4,51252,43,,,,,8,1126,246,1253
-1,4,0,1.5,,1,,1,,,,54657,,21,0.2,0,1651,,1,4,59962,58151,,,,,0,905,50,870
-1,4,0,2.75,,1,,1,,,,17898,,22,0.2,0,436,,4,4,40982,6547,,,,,0,94,986,1825
-1,4,0,2,,0,,0,,,,1527,,264,0.2,0,1908,,2,4,2288,1679,,,,,3083,31468,55931,66569
-1,3,1,2.66667,0,0,0,0,1,39,,35855,10468,16,0.5,374,602,1,1,3,57207,38421,,,,10468,10,7933,687,39
-1,2,2,2.5,0,2,0,1,1,73,,3464,671,6,1,779,1845,2,0,2,9479,9399,,,671,,26,86,40282,59
-1,4,0,1.75,,-1,,0,,,,2194,,4,0.2,0,550,,1,4,4227,,,,,,12,33317,5794,67
-1,4,0,2.5,,1,,2,,,,34529,,49,0.2,0,744,,0,4,55375,22466,,,,,373635,9073,4021,61239
-1,4,0,1.75,,0,,0,,,,3254,,95733,0.2,0,728,,1,4,4788,4038,,,,,6,27348,288,2630
-1,1,3,4,1,4,1,0,1,2361,,4015,7407,48,2,125,796,0,0,1,12597,12597,,,,7407.33,0,98618,40222,27252
-1,0,4,,2,,1,,2,41558,,,5266,,5,245,0,1,,0,,,,188,497,10190,1,90176,10,67185
-1,4,0,1.75,,0,,0,,,,21442,,164,0.2,0,861,,1,4,21873,21191,,,,,11,11754,121,879
-1,2,2,1,1,1,0,0,1,796,,3678,616,829,1,723,4215,0,0,2,3678,99,,99,1132,,265421,1578,234567,182573
-1,2,2,1.5,0,0,0,0,1,1090,,268,28,23,1,562,817,0,1,2,519,,28,,,,20,26,886,41819
-1,4,0,2.25,,2,,1,,,,6405,,7,0.2,0,633,,0,4,7486,7240,,,,,23,85163,801,1486
-1,3,1,2,5,8,0,1,1,122,,59538,196,47,0.5,718,1360,2,1,3,117550,115868,,196,,,271102,60473,8360,122
-1,3,1,1.33333,0,0,0,0,1,15829,,1731,12,5799,0.5,222,815,0,2,3,1748,2099,12,,,,19,320427,7106,8723
-1,3,1,2,0,5,0,3,1,12,,6194,18,12823,0.5,487,410,2,1,3,9651,9651,18,,,,0,3814,8567,4859
-1,4,0,1,,0,,1,,,,9283,,1419,0.2,0,2487,,4,3,14820,411,,,,,7,73716,92532,6722
-1,3,1,1.33333,0,0,0,0,1,1844,,3399,1,206283,0.5,396,293,0,1,3,3404,3404,1,,,,0,17271,29739,39006
-1,3,1,1.33333,1,1,0,1,1,153,,107489,459,205,0.5,65,1784,0,6,3,113971,298811,,,459,,0,2161,5414,7324
-1,0,4,,0,,1,,1,1911,,,380,,5,324,0,2,,0,,,16.3333,,1470,,30,1372,200055,6
-1,3,1,1.66667,0,0,0,0,1,1286921,,2602,751,88671,0.5,219,2049,1,0,2,5266,1057,,,751,,0,149748,104789,276817
-1,0,4,,-1,,1,,1,5,,,271,,5,162,0,2,,0,,,21,69,925,,4,4,10,66
-1,1,3,1,0,2,0,0,1,120861,,48018,1003,133,2,758,1105,1,0,1,48018,48018,,420,1294,,64,15,25,186
-1,4,0,0.5,,0,,0,,,,1218,,9,0.2,0,1418,,3,2,1218,,,,,,0,93513,1178,31972
-1,0,4,,1,,1,,1,5641,,,2397,,5,274,0,2,,0,,,1,,936,4325,145616,4365,55,115
-1,3,1,1,0,0,0,0,1,6,,5949,167,58,0.5,962,1584,0,0,2,11758,,,167,,,10,2812,66,39210
-1,0,4,,1,,1,,1,361,,,609,,5,247,0,1,,0,,,51,,795.333,,9837,189,103,21313
-1,2,2,0,0,0,0,0,1,73727,,,111,,1,275,1108,1,0,0,,,,111,,,20,34698,69035,45208
-1,1,3,2,3,1,3,0,2,12,,4415,255,14,2,94,1675,1,9,1,5542,,28.5,,709,,94503,101185,48600,10
-1,1,3,1,0,1,0,0,1,14,,42369,907,5,2,286,814,2,0,1,42369,42369,1,,1360,,1264,1626,1381,7
-1,4,0,2.5,,1,,1,,,,32154,,4,0.2,0,305,,1,4,65543,22678,,,,,0,60446,9160,53246
-1,1,3,3,0,0,0,0,1,9855,,20488,4600,1774,2,1067,2110,1,0,1,57436,,,,,4600.33,39981,36378,2666,75
-1,3,1,1.33333,2,0,0,0,1,580553,,11215,,3983,0.5,279,856,0,0,3,12401,15044,,,,,357625,175855,68,22096
-1,2,2,1,2,1,0,0,2,476607,,27978,2399,74,1,948,721,1,1,2,27978,27978,,123,,4674,50086,1397,59024,106837
-1,2,2,1.5,0,2,0,0,1,1299,,5685,910,1299,1,416,1668,0,0,2,5882,5489,,389,1431,,50906,48714,2592,7380
-1,0,4,,1,,1,,1,461299,,,3542,,5,234,0,0,,0,,,,,1285,4293.67,48972,252,12781,16044
-1,0,4,,0,,1,,1,69,,,561,,5,284,0,1,,0,,,1,353.5,1535,,13,17,6,23
-1,1,3,2,0,-2,0,0,1,568877,,10288,176,40,2,1369,1025,0,1,1,20409,20409,9.5,,509,,6010,1291,149,2023
-1,3,1,1.33333,0,1,0,1,1,42032,,16056,21,1011,0.5,477,5868,0,0,3,31177,21,21,,,,1182,42032,1196628,1307
-1,1,3,3,1,3,1,0,1,194554,,4794,2069,6,2,584,1228,0,0,1,10016,2183,,,,2069,90,15,4,21
-1,4,0,0.75,,1,,2,,,,37081,,88,0.2,0,818,,1,3,37081,54734,,,,,10,16100,33019,709
-1,4,0,1.5,,-1,,1,,,,11288,,24,0.2,0,4283,,4,4,19288,16993,,,,,171448,6955,20228,2890
-1,0,4,,1,,1,,2,41869,,,245,,5,840,0,0,,0,,,31,422,494,,89945,3972,1185,416
-1,3,1,1.33333,1,0,0,0,1,25751,,721,30,4452,0.5,398,641,1,0,2,1328,30,30,,,,22,13075,25751,135495
-1,4,0,1.75,,1,,1,,,,7432,,1590,0.2,0,676,,1,4,15754,20578,,,,,82,1254,92887,41
-1,0,4,,1,,1,,1,5,,,134,,5,522,0,8,,0,,,17,250,,,885608,10,11,5
-1,0,4,,7,,3,,3,172912,,,1335,,5,713,0,1,,0,,,,,946.333,2500,0,25973,160420,4
-1,4,0,1.5,,1,,0,,,,4626,,5648,0.2,0,455,,0,4,7029,4127,,,,,0,8645,81927,9987
-1,2,2,1.5,2,2,0,0,1,21352,,348,899,15424,1,1420,1364,1,4,2,358,338,,323,1475,,0,84878,29468,59286
-1,1,3,0,0,0,0,0,1,64288,,,8165,,2,131,220,2,2,0,,,,,,8165.33,0,177,6554,72
-1,0,4,,1,,0,,1,650,,,1473,,5,712,0,1,,0,,,63,77,,2876,2176,2998,200,386
-1,1,3,5,1,4,1,0,2,37341,,9187,4133,38,2,689,95,2,0,1,42997,,,178,1573,10647,40334,327838,750048,23
-1,0,4,,3,,2,,2,100520,,,379,,5,742,0,0,,0,,,6,395.5,718,,0,332181,4,18
-1,2,2,1.5,3,2,0,1,2,330803,,538,479,14117,1,168,633,1,2,2,549,61,,,478.5,,24523,250141,137240,34470
-1,0,4,,1,,0,,1,215173,,,3665,,5,396,0,1,,0,,,,225,531,13680,156652,66101,13,114378
-1,0,4,,4,,3,,2,1538,,,4571,,5,2692,0,1,,0,,,14,332,,8969.5,19355,1515,1457,10397
-1,4,0,3,,3,,3,,,,41722,,24,0.2,0,647,,2,4,154734,61916,,,,,0,21755,14318,82005
-1,4,0,2.25,,5,,6,,,,24990,,83,0.2,0,709,,0,4,77326,101827,,,,,14,87497,176779,72666
-1,0,4,,1,,2,,1,7,,,3008,,5,518,0,2,,0,,,55,117,,5929.5,0,1929,1016,4
-1,1,3,2,0,9,1,0,1,21,,2593,751,14,2,446,2624,0,0,1,5184,,,307,973,,439431,548367,20351,154438
-1,2,2,1,1,2,0,0,1,2802,,681,82,59,1,360,293,0,2,2,681,1,8,155,,,7,1760,14,58437
-1,0,4,,2,,0,,2,137389,,,17045,,5,486,0,0,,0,,,,94,,22695.7,2751,72,30,2709
-1,2,2,3,1,3,0,3,2,7,,58425,6741,4,1,155,287,0,6,2,138868,50910,,,,6740.5,24,126,59,13
-1,3,1,1,0,0,0,0,1,486,,1127,15,101,0.5,343,2131,1,1,1,2455,125,15,,,,52652,4429,5522,5785
-1,3,1,1.33333,0,0,0,0,1,12,,5728,351,18,0.5,514,1997,0,1,3,6558,1704,,351,,,5,1119,7304,22
-1,1,3,3,1,6,2,0,1,9486,,14966,739,18,2,1984,1972,1,0,1,38174,,44,398,,1775,0,617730,110856,19
-1,3,1,2,0,0,0,0,1,1744283,,5459,916,34,0.5,446,862,0,2,3,5630,5423,,,916,,228715,1216,11595,17336
-1,4,0,2.5,,1,,0,,,,3543,,9309,0.2,0,779,,1,4,8472,8472,,,,,0,10385,49710,50512
-1,4,0,3.25,,5,,6,,,,18013,,5,0.2,0,657,,2,4,51549,60029,,,,,0,11762,4111,3106
-1,3,1,3,4,6,0,6,3,7790,,40943,30527,25,0.5,106,923,1,5,3,84318,111685,,,,30527,0,12945,89764,78602
-1,3,1,2.33333,3,1,0,1,1,258678,,2659,1092,5113,0.5,322,1122,0,0,3,5374,4660,,,1092,,5,425817,17439,27646
-1,0,4,,1,,0,,1,29,,,298,,5,534,0,1,,0,,,15,391.667,,,490394,22,759,824
-1,2,2,1.5,1,0,1,0,2,16,,1048,85,45878,1,506,631,2,2,2,1060,,10,160,,,8,8451,126,88095
-1,1,3,5,3,5,3,0,2,298,,40369,1249,17,2,335,757,1,0,1,178995,270,,,1004.5,1738,1613,2501,299,4071
-1,0,4,,1,,1,,1,20221,,,445,,5,768,0,0,,0,,,,150,593,,7125,2609,5791,183
-1,1,3,5,1,3,1,0,1,120,,49851,728,14,2,285,2233,1,0,1,129606,4903,43,68,,2072,18,8,6,9
-1,1,3,1,1,0,1,0,1,422692,,13595,629,21,2,371,173,0,0,1,13595,13595,28,319,1541,,7172,6939,413609,10700
-1,4,0,2.25,,0,,0,,,,50087,,3,0.2,0,1132,,2,4,53367,50904,,,,,7,7432,2410,8719
-1,2,2,1.5,1,1,0,1,2,52,,41297,70,5,1,2298,3460,5,1,2,80485,3174,,69.5,,,21,2679,14,46279
-1,1,3,6,1,2,0,0,1,19230,,3117,1641,35,2,832,1822,2,2,1,7463,4937,,126,734,4063,0,399838,2830,1633
-1,2,2,2.5,0,1,0,0,1,73344,,998,621,69,1,317,683,0,2,2,1534,,39,,1202,,13,145560,198,11226
-1,4,0,1.5,,2,,1,,,,37787,,74,0.2,0,237,,2,4,73615,,,,,,21634,2511,20145,292
-1,4,0,1,,0,,0,,,,3071,,3304,0.2,0,1878,,0,2,4707,2748,,,,,195901,748828,8886,286543
-1,4,0,1,,1,,1,,,,29707,,15901,0.2,0,502,,2,4,29707,59125,,,,,8,80,2715,1355
-1,4,0,1.25,,0,,0,,,,10305,,2840,0.2,0,1273,,1,3,20445,,,,,,4239,56396,2728,7925
-1,3,1,1.66667,1,0,0,0,1,2,,5230,493,88,0.5,96,455,4,7,3,9973,2631,,,493,,0,17070,2,1254
-1,4,0,1.75,,0,,0,,,,3826,,6754,0.2,0,397,,0,4,4533,,,,,,28,7048,26069,11963
-1,0,4,,2,,1,,1,62463,,,3109,,5,717,0,2,,0,,,,129,,6089.5,0,2974,17,2891
-1,3,1,1.33333,0,5,0,4,2,18,,6506,27,20,0.5,905,1288,0,1,3,7553,7553,27,,,,22,108340,2819,8081
-1,1,3,1,1,0,1,0,1,186,,2744,3750,2,2,242,275,3,0,1,2744,2744,8,370,,10873,92259,1504,5635,9278
-1,3,1,1,1,1,0,1,1,30,,1120,26,26918,0.5,85,1361,1,0,3,1120,,26,,,,0,30,26,5841
-1,4,0,2.5,,3,,1,,,,1340,,6,0.2,0,950,,2,4,2372,1689,,,,,1197,1361,78,1764
-1,1,3,2,0,5,0,0,1,18960,,103472,113,3,2,399,392,1,0,1,206046,898,6,327,,,0,62262,2686,9
-1,4,0,1.5,,1,,0,,,,1970,,137,0.2,0,188,,0,4,2854,2854,,,,,27601,2621,23116,1775
-1,4,0,3,,-1,,2,,,,52821,,9,0.2,0,1236,,3,4,71114,53449,,,,,3,5816,10913,7980
-1,4,0,1.75,,0,,0,,,,1813,,473,0.2,0,1481,,1,4,3278,3032,,,,,16,154,15734,3367
-1,4,0,1.5,,0,,0,,,,4605,,504,0.2,0,1499,,2,3,10229,24650,,,,,90431,10076,11906,6594
-1,4,0,1,,0,,0,,,,807,,91909,0.2,0,1590,,3,2,1180,338,,,,,2,1300,13288,3991
-1,4,0,3.75,,1,,1,,,,17723,,3,0.2,0,1022,,1,4,59298,1722,,,,,0,8577,115,5550
-1,3,1,2,0,0,0,0,1,2137,,7033,46,162,0.5,1057,4585,0,2,3,9903,4162,46,,,,0,89691,49935,2137
-1,0,4,,1,,1,,2,1724,,,2642,,5,1329,0,1,,0,,,16.5,,709,9825,473410,465347,25627,45014
-1,2,2,2,0,2,0,2,1,2,,103906,877,28,1,150,543,0,3,2,132582,11406,,,876.5,,18,22938,3,3
-1,0,4,,4,,2,,2,81,,,92,,5,307,0,2,,0,,,38,146,,,38365,30280,2288,26475
-1,3,1,1.33333,0,0,0,0,1,2561,,900,348,94508,0.5,79,613,1,0,3,1042,200,,348,,,9738,471173,19829,60806
-1,4,0,0.75,,0,,0,,,,647,,155780,0.2,0,1763,,3,3,647,647,,,,,0,76347,62798,16135
-1,4,0,2.25,,1,,1,,,,7417,,42,0.2,0,3767,,1,4,18751,163,,,,,106757,1415,17066,848
-1,0,4,,2,,4,,2,36533,,,7129,,5,852,0,1,,0,,,,,978,9178.67,222,10,5420,204
-1,0,4,,0,,0,,1,366,,,232,,5,195,0,0,,0,,,60,289,,,84529,4582,2598,22
-1,0,4,,7,,8,,3,216074,,,1071,,5,1584,0,1,,0,,,6,,765.5,2746,18373,64754,1355,133862
-1,1,3,1,0,4,0,0,2,169497,,51,28,30743,2,343,796,0,5,1,51,,27.5,,,,209197,473732,5764,5
-1,1,3,2,0,0,0,0,1,450306,,1578,3194,40,2,289,853,0,1,1,2694,461,,,461,4560.5,16412,8,6909,299
-1,3,1,1,0,-1,0,1,1,7,,20658,13,13,0.5,112,951,5,3,3,20658,15582,13,,,,4,23,98,1409
-1,2,2,2.5,1,1,1,1,2,59,,8834,106,16,1,591,432,1,0,2,18347,10447,,105.5,,,6,109,549038,49030
-1,4,0,1.5,,1,,0,,,,49934,,1183,0.2,0,803,,1,4,49971,66485,,,,,0,142493,43230,8645
-1,4,0,5.75,,3,,2,,,,41588,,3,0.2,0,457,,3,4,111101,12464,,,,,12,43469,88480,160318
-1,0,4,,3,,2,,1,17,,,596,,5,533,0,1,,0,,,64.5,179,,2076,203301,15,25,64
-1,3,1,0.333333,0,1,0,0,1,34982,,14774,357,44,0.5,1179,3006,0,1,1,14774,14774,,357,,,47636,1515,81734,48
-1,0,4,,2,,1,,1,96,,,1863,,5,1921,0,1,,0,,,52.5,,,3673,57,138,13140,160
-1,4,0,1,,0,,0,,,,19939,,9,0.2,0,245,,1,3,21152,,,,,,0,1175,8694,24
-1,4,0,1,,0,,1,,,,12898,,128,0.2,0,326,,2,4,12898,12898,,,,,6,57465,35900,7316
-1,4,0,3.25,,2,,0,,,,15204,,7,0.2,0,988,,1,4,31348,7470,,,,,14080,40433,28629,84225
-1,4,0,1.5,,1,,1,,,,27241,,8359,0.2,0,302,,1,4,37051,8491,,,,,8,20070,1379,21888
-1,3,1,1,0,0,0,0,1,78801,,2445,20,39499,0.5,150,2137,0,2,2,3779,3779,20,,,,586095,77659,1142,47821
-1,1,3,1,1,0,0,0,2,15,,1,5892,333956,2,460,2644,1,0,1,1,,,88,499,17090,55,99190,1109,10385
-1,2,2,2,0,0,0,1,1,9202,,12233,1973,56832,1,147,538,0,1,2,21125,21880,,110,,3836,0,75,14902,1387
-1,0,4,,0,,1,,1,3574,,,1072,,5,340,0,0,,0,,,,318,1420,2233,126181,53185,7,11
-1,4,0,1.25,,0,,0,,,,3052,,4434,0.2,0,209,,1,3,3538,,,,,,4,1229,7497,208691
-1,0,4,,20,,24,,7,651,,,1991,,5,1390,0,1,,0,,,,,1479,2161,938,106,36,56
-1,4,0,1.25,,1,,1,,,,5632,,403,0.2,0,1064,,0,4,6147,3532,,,,,32868,2987,8447,100
-1,1,3,1,0,1,1,0,1,22,,206046,745,7,2,197,1169,1,0,1,206046,206046,,,745,,67,65073,940,33
-1,4,0,1.5,,0,,0,,,,2458,,29,0.2,0,485,,0,3,5725,,,,,,10,13319,4108,2787
-1,2,2,3.5,43,14,41,12,3,10,,12760,3815,34,1,770,316,3,0,2,17922,14644,,,,3815,0,10716,10,11308
-1,0,4,,1,,0,,1,47,,,442,,5,371,0,1,,0,,,31,253.5,1231,,0,90,11,42
-1,1,3,0,1,0,0,0,1,5,,,339,,2,392,1008,0,2,0,,,1,193,823,,17,166,30,24
-1,0,4,,-1,,4,,1,261,,,2145,,5,285,0,2,,0,,,,,1026.5,3263.5,0,15,1251,28413
-1,4,0,1,,1,,0,,,,7870,,90145,0.2,0,464,,1,4,7870,,,,,,18469,117138,912,30482
-1,1,3,2,2,2,1,0,2,633,,2096,33883,22,2,588,686,0,0,1,4191,4191,,72,1251,100326,27867,966,1019,5
-1,4,0,1,,1,,1,,,,13460,,176,0.2,0,631,,0,4,13460,13460,,,,,17,329737,115719,170358
