#churn_class_label,num_questions,num_answers,num_answers_recvd,a_score,q_score,a_score_stddev,q_score_stddev,relative_rank_pos,answering_speed,mean_rep_co_answerers,mean_rep_answerers,mean_rep_questioner,time_for_first_ans,a_q_ratio,a_post_length,q_post_length,a_comments,q_comments,num_q_answered,mean_max_rep_answerer,mean_accepted_answerer_rep,qrep1,qrep2,qrep3,qrep4,gap1,gap2,gap3,gap4,gap5,gap6
-1,5,1,1.4,0,0,0,0,1,2702,,18590,8,114,0.333333,230,1397,0,2,5,26744,24016,8,,,,432608,364159,44546,820,6592,44503
-1,6,0,0.833333,,1,,1,,,,9956,,130,0.142857,0,2439,,1,4,10411,12046,,,,,0,13234,104245,20138,2700,3570
-1,0,6,,3,,4,,3,6542,,,7572,,7,478,0,0,,0,,,,,,7572.33,9,2,4490,8,6,52
-1,4,2,2,1,1,0,1,1,3216,,30270,22,1594,0.6,607,2807,1,2,4,117254,1317,22,,,,19648,3486,2703,159,5621,4308
-1,6,0,1.83333,,1,,2,,,,5415,,4022,0.142857,0,1296,,2,6,6496,6486,,,,,59179,2409,439,1549,1192,2641
-1,1,5,2,0,1,0,0,1,203170,,9325,530,8,3,1072,1218,0,0,1,18622,28,16,370,,2232,8745,641222,2922,13,2505,17
-1,1,5,1,3,2,2,0,1,134362,,41,1216,717,3,540,1445,1,1,1,41,,15.5,,834,4380,15,68634,9,43,116,11408
-1,2,4,5,0,3,0,2,1,80,,7850,38591,35,1.66667,177,490,1,1,2,26039,4387,,,983.5,76198.5,24,1408,4186,13205,9748,13324
-1,0,6,,0,,0,,1,120283,,,3511,,7,206,0,0,,0,,,6,270,,13498,12,3,8,11,7,4
-1,6,0,2.16667,,1,,1,,,,14348,,53,0.142857,0,1198,,1,6,20969,24567,,,,,0,56541,140764,87497,20231,328585
-1,6,0,1.16667,,0,,0,,,,1016,,7,0.142857,0,933,,1,5,1549,482,,,,,18,47572,16850,402,2950,12340
-1,1,5,2,1,3,1,0,1,15,,17676,541,315,3,491,1356,1,0,1,26744,8608,,217,,1835,4292,2746,417,30,21,2739
-1,0,6,,1,,1,,1,5,,,400,,7,213,0,1,,0,,,35,155.5,1010.5,,1093462,6,8,29,43,68
-1,1,5,2,1,3,1,0,1,223590,,55340,4904,4,3,670,1334,1,2,1,58620,,11,108,471,11965,160134,726999,76340,17811,87878,411261
-1,4,2,4.5,0,2,0,0,1,910,,10992,56,218,0.6,958,877,1,1,4,32303,8481,56,,,,0,8992,100714,1546,35677,273
-1,0,6,,1,,1,,1,14,,,1929,,7,393,0,1,,0,,,24,,1138.67,8110,736338,8,3,3,3,8
-1,5,1,2.6,0,1,0,1,1,225,,34669,322,214,0.333333,179,643,0,0,5,81908,66711,,322,,,3943,225,11318,19860,36168,14370
-1,6,0,3.33333,,0,,1,,,,17954,,3,0.142857,0,3319,,2,6,56099,38928,,,,,0,176,77,22,151180,20203
-1,3,3,2.33333,1,2,1,2,1,22,,39151,929,9,1,429,1272,0,0,3,62316,41371,25,,586,2175,41,409999,150028,24135,180294,31822
-1,5,1,1,1,1,0,1,1,1273,,2732,76,328,0.333333,386,2480,0,0,4,3531,3531,,76,,,25,119467,59,5840,1273,8818
-1,1,5,5,1,2,1,0,1,14713,,39457,1018,15,3,557,253,0,0,1,185661,185661,,216.5,880,2759,10116,363,96,3899,36,14870
-1,1,5,1,1,1,1,0,1,428257,,8532,307,7,3,827,871,0,2,1,8532,8532,3.5,352,588.5,,73698,47345,4139,6054,221610,23233
-1,1,5,0,0,2,0,0,1,13316,,,399,,3,491,622,2,5,0,,,16,169.5,820.5,,26052,63,290,64,763,407
-1,3,3,0.666667,0,1,0,0,1,421920,,8228,230,69764,1,332,1251,0,3,2,8228,8228,43.5,,603,,245,74182,61034,5893,44130,66
-1,2,4,2,2,2,1,1,2,7147,,2231,204,5323,1.66667,1364,1276,1,0,2,3382,418,7.5,68,732,,665733,5836,59,41,22598,337
-1,3,3,2,1,1,0,1,1,328831,,990,60,205195,1,675,494,0,4,3,2362,119,44,76,,,67231,89105,5852,33511,8357,12
-1,0,6,,1,,1,,1,2717,,,3319,,7,337,0,1,,0,,,,,,3319.4,0,1329,15,17,14,38
-1,1,5,2,3,0,3,0,2,217117,,378,9962,25,3,1313,791,0,0,1,576,576,,256,576,16326.7,0,320823,9427,69656,18476,8
-1,0,6,,1,,1,,1,330,,,3797,,7,302,0,0,,0,,,,,1639,4336.75,0,1609,51497,7,98017,148156
-1,2,4,2,1,4,0,2,1,24966,,4434,1451,16,1.66667,326,679,1,2,2,7990,7990,36,,954,3860,848,1396,1327,350,7222,10089
-1,5,1,2.2,1,1,0,0,1,7279,,4502,77,8017,0.333333,372,1504,1,1,5,11091,1055,,77,,,827807,17223,7279,40240,30512,266521
-1,1,5,2,0,0,0,0,1,93821,,1568,55,3,3,358,194,1,0,1,2111,,22.5,183,,,43168,6466,9,5,753,14
-1,4,2,2,0,1,0,1,1,322095,,861,549,7471,0.6,169,1816,0,2,4,2105,2105,1,,1096,,44,5580,6374,402691,91931,27253
-1,3,3,1.33333,2,1,1,1,1,619,,4915,661,166,1,714,616,0,2,3,7685,2145,,147,918,,0,4729,345413,367205,2483,101
-1,0,6,,1,,1,,2,29951,,,826,,7,1110,0,0,,0,,,15,266.5,,4376,0,68133,14653,75,906,36
-1,1,5,5,1,5,1,0,1,73,,4243,4746,2274,3,630,168,0,3,1,20504,20504,11,321,661,22077,922,1964,28105,28044,175588,47
-1,3,3,2.66667,1,4,1,2,3,185119,,43660,3193,402,1,148,2873,0,1,3,95046,46,,130,,6255,12,69,5,21633,35442,0
-1,4,2,1.75,2,2,2,1,2,38597,,1693,330,9069,0.6,655,1532,1,2,4,3016,100,,156,503,,4729,15567,5587,11630,225074,3871
-1,2,4,3.5,2,5,2,2,3,6203,,6182,2662,645,1.66667,526,1234,0,1,2,17127,1665,,,1319,4004,10506,4,1205,1421,3,79
-1,4,2,1.5,0,0,0,0,1,624,,9429,51,324,0.6,103,511,2,0,4,16001,2856,1,100,,,51547,8656,5986,38640,1246,84900
-1,6,0,4.33333,,1,,2,,,,29717,,4,0.142857,0,588,,4,6,76830,1938,,,,,5,3166,1646,61572,22,2975
-1,4,2,3,0,1,0,1,1,406,,26541,2076,552,0.6,915,1159,1,2,4,83704,27992,,70,,4081,7,24,1091,226092,17492,642439
-1,6,0,3.33333,,0,,0,,,,6802,,13,0.142857,0,1771,,1,6,13919,5063,,,,,0,390,1400,232,830,617
-1,6,0,2.33333,,2,,2,,,,11261,,18,0.142857,0,771,,1,6,18193,9084,,,,,5,1130,14829,21646,57495,529787
-1,2,4,1,0,1,0,0,1,275,,9203,20,449,1.66667,753,602,1,0,2,9203,9203,19.75,,,,10,521173,1106,6,12,4
-1,5,1,2.4,0,1,0,2,1,128,,6964,88,8,0.333333,357,594,0,1,4,21634,20005,,88,,,7,9226,128,1291,407,1105
-1,6,0,2.66667,,5,,7,,,,22954,,7,0.142857,0,538,,2,5,53055,,,,,,7,5891,5651,150803,62134,137013
-1,6,0,2.66667,,1,,1,,,,12960,,7362,0.142857,0,1073,,3,6,16142,23029,,,,,6,1463,176,4121,2804,26043
-1,1,5,8,4,21,6,0,2,23352,,38590,997,9,3,673,2067,2,2,1,156191,20543,,136,734.333,2644,0,90554,439305,118,43,1382
-1,0,6,,2,,1,,2,1097,,,925,,7,599,0,1,,0,,,34,127,,2661.5,87720,30402,23134,5605,131,8705
-1,2,4,3,0,2,0,1,1,3076,,13214,229,50,1.66667,320,468,1,0,2,28045,14044,34,,815,,437898,703,2970,93,54743,10
-1,6,0,2.66667,,0,,2,,,,37025,,8,0.142857,0,1321,,4,6,121041,12235,,,,,18,185,863,351,1184,2806
-1,4,2,2.75,0,2,0,3,1,793,,3139,428,413,0.6,267,2482,0,1,4,6842,3814,,428,,,16,1384,102179,25868,201,154045
-1,4,2,2.25,0,0,0,1,1,135020,,53005,267,5037,0.6,618,937,0,0,4,79864,61898,,77,457,,13,39145,19894,235137,349574,8516
-1,0,6,,1,,1,,1,148799,,,1651,,7,635,0,1,,0,,,39,248,666,4352.5,0,2247,17073,58361,10,16586
-1,0,6,,2,,1,,1,445,,,709,,7,594,0,1,,0,,,20,194,973,3026,14,1706,25646,3,51,1355
-1,0,6,,1,,1,,1,150887,,,200,,7,845,0,1,,0,,,4,108.333,865,,44,33,12,106,182,11682
-1,3,3,2,1,2,1,2,1,23969,,12817,1635,4069,1,3255,1636,1,3,3,19171,7388,33.5,,,4838,163236,4580,261043,1181,11870,139371
-1,4,2,1.5,0,1,0,2,1,30777,,1684,97,46677,0.6,51,127,0,1,4,3151,6056,6,188,,,28903,5,186,18,1101,6183
-1,3,3,2,0,2,0,2,1,19,,3888,68,535,1,522,728,1,1,3,8776,1928,19.5,166,,,6,1922808,2704,6638,3,53
-1,1,5,1,1,1,1,0,1,759,,191,345,2834,3,583,533,2,0,1,191,191,13,191,754.5,,67,4778,909,421341,2834,15184
-1,1,5,7,1,2,1,0,2,1626,,1999,4520,25,3,616,557,0,0,1,4920,4635,,358,1178,7021.67,19,19,34,104,23,118
-1,0,6,,0,,0,,1,3857,,,49,,7,310,0,3,,0,,,20.5,165,,,123,19,44,120679,38998,4
-1,3,3,1.33333,1,1,1,1,1,2497,,14427,4502,244,1,1764,1784,0,1,3,16953,,,436,975,12096,3,666,632,565,869,14750
-1,6,0,2.16667,,1,,0,,,,13722,,4556,0.142857,0,2020,,2,6,21155,11105,,,,,19,44496,1348,82116,103309,6059
-1,6,0,1.33333,,0,,0,,,,5329,,32889,0.142857,0,1513,,0,6,7215,12881,,,,,7,3796,6423,1410,19931,12917
-1,3,3,1.33333,1,0,0,0,1,514398,,2981,104,39,1,306,1247,0,1,2,5468,,36,137.5,,,0,61453,60346,26005,194,73171
-1,1,5,1,1,1,1,0,3,97291,,5321,3384,47,3,1084,1536,1,0,1,5321,5321,32,137,,5583.67,6617,5,248,36,8990,2398
-1,0,6,,0,,0,,1,173,,,357,,7,355,0,1,,0,,,6,192,779,,2845,7514,1157,356,1310,1199
-1,6,0,3,,1,,1,,,,23070,,15449,0.142857,0,354,,1,6,70573,19227,,,,,0,4361,7187,63,2886,1725
-1,0,6,,3,,4,,3,168196,,,3050,,7,1289,0,2,,0,,,13,281,808.5,16109,1185,16456,1053,203,61973,50
-1,6,0,1.83333,,1,,1,,,,6069,,7202,0.142857,0,529,,2,6,8090,10932,,,,,0,64952,4115,8623,3213,21327
-1,1,5,0,0,0,1,0,1,17006,,,388,,3,179,330,1,3,0,,,16,118,602.667,,19091,29974,88027,25,8228,274
-1,6,0,1.66667,,0,,0,,,,4577,,26860,0.142857,0,1063,,2,6,8257,2430,,,,,8,62471,59018,23278,2968,5269
-1,0,6,,2,,4,,1,320965,,,1868,,7,858,0,1,,0,,,47,419.333,,9856,17,11284,19002,1376,20500,75949
-1,0,6,,2,,3,,2,465,,,2238,,7,422,0,1,,0,,,48,,552,5018.5,208,5527,218,1204,6327,1546
-1,0,6,,1,,1,,1,46956,,,613,,7,1078,0,0,,0,,,18.8,,,3584,38,39,139,41,24,1248
-1,0,6,,1,,0,,2,3936,,,270,,7,747,0,1,,0,,,29,236,1058,,181095,24,24,16,145,33
-1,2,4,7,1,2,1,1,2,624,,86227,1648,1,1.66667,265,346,0,1,2,221743,51231,21,81,,6470,12,2929,71785,4595,3,13634
-1,0,6,,1,,0,,1,30,,,376,,7,521,0,1,,0,,,16,147.5,964.5,,0,4,49,26,22,15
-1,0,6,,1,,0,,1,112023,,,14412,,7,421,0,2,,0,,,,174,,35768.5,0,551579,24,10,11,11
-1,0,6,,3,,3,,1,54066,,,1104,,7,478,0,1,,0,,,48,96,809,2430,8,4,5,16,33,1120
-1,0,6,,2,,1,,2,9188,,,1212,,7,605,0,0,,0,,,16,86,933.667,4367,3072,26,9,1027,1325,5
-1,6,0,1.16667,,1,,1,,,,18286,,803,0.142857,0,1231,,0,6,18314,21818,,,,,20,27603,37146,559445,3425,29932
-1,1,5,2,2,9,2,0,1,11,,17214,1900,2,3,428,669,2,2,1,23730,10697,,,914.333,3379.5,1191,2131,28,1089,574,9518
-1,2,4,1.5,2,2,1,1,2,6615,,2341,1030,94844,1.66667,703,2007,1,1,2,2480,4389,,328,943.5,1905,67,60120,2927,3002,4747,813
-1,6,0,2.5,,1,,1,,,,5607,,10,0.142857,0,1020,,1,6,9504,7904,,,,,0,1072,1750,3073,804,39
-1,3,3,2.33333,2,3,1,2,2,94168,,9235,31902,109,1,2118,1287,2,0,3,14574,347,,347,,95011,126598,4851,40018,57139,82,58
-1,6,0,2,,0,,0,,,,3683,,236,0.142857,0,433,,0,6,7939,5306,,,,,15,39767,429,20056,2590,9985
-1,6,0,1,,0,,0,,,,10404,,114755,0.142857,0,497,,1,5,10409,10283,,,,,0,70855,54518,716825,17411,22378
-1,4,2,1.5,0,0,0,0,1,321474,,88275,39,169,0.6,663,1098,0,0,4,88737,4912,6,72,,,21,5378,5603,176406,70,628
-1,5,1,2.2,0,1,0,1,1,29,,4937,44,28847,0.333333,85,1244,1,1,5,14046,9704,44,,,,7961,6552,18278,97521,3351,29
-1,1,5,2,1,1,0,0,2,106711,,12643,1265,6,3,413,985,0,0,1,16654,16654,,78,810.5,2312.5,11807,443214,16,26010,2649,10
-1,0,6,,2,,2,,2,24,,,15965,,7,658,0,1,,0,,,,,816,18994.8,213,110,177,16,43,119
-1,1,5,2,1,1,0,0,1,16541,,2218,350,13,3,390,1336,1,1,1,2477,,1,175.5,1048,,0,277494,1257,1286,35,10
-1,5,1,3.8,0,6,0,5,1,5,,18950,29124,63,0.333333,208,1093,0,1,5,47558,43680,,,,29124,0,1221,1087,10310,357257,58680
-1,0,6,,1,,1,,2,84429,,,6131,,7,885,0,0,,0,,,26,177,,9146,3377,56,30,150,843,617
-1,5,1,1.4,1,1,0,2,1,10,,6123,194,187,0.333333,888,1006,3,2,5,10347,9679,,194,,,926,204,7077,1003,3310,351
-1,1,5,3,1,1,1,0,1,9,,11501,1070,4,3,535,1044,1,0,1,29513,29513,8,264,,2406,28,51,10074,14,37,106
-1,4,2,3.5,1,2,1,2,2,33,,3787,334,698,0.6,550,1323,0,1,4,7931,1010,,334,,,44,1347,42932,20492,305371,25
-1,6,0,2.16667,,1,,2,,,,6418,,47,0.142857,0,973,,2,6,12050,10539,,,,,15,5314,3141,275,4428,620
-1,5,1,3.2,1,0,0,0,2,1291,,10512,91,17,0.333333,317,822,0,1,5,30413,7015,,91,,,7096,1291,10077,47549,61791,23243
-1,6,0,2.16667,,1,,3,,,,4611,,30021,0.142857,0,860,,1,6,7717,3368,,,,,11,9636,10245,181,1744,15733
-1,6,0,1.66667,,0,,0,,,,6009,,2824,0.142857,0,1262,,4,5,8879,13452,,,,,0,112,2566,273,27076,11748
-1,3,3,3.33333,0,5,1,2,2,13214,,11780,1417,6,1,317,514,0,0,3,31327,4792,,407,966,2877,0,375,559,1624,77,2803
-1,0,6,,1,,1,,2,6618,,,1082,,7,2081,0,5,,0,,,22,389,,3018,27,5,16,34,1224,20
-1,1,5,1,0,0,0,0,1,453,,58,182,1848,3,352,796,1,0,1,58,58,33,282,,,19,136,45679,1848,1182,525
-1,2,4,1.5,1,2,1,2,1,9445,,1677,659,49006,1.66667,835,1152,4,1,2,1838,1516,52.5,,1265,,7,7915,145059,47,4005,20609
-1,3,3,1,2,3,2,1,2,122,,2609,503,31975,1,505,841,0,2,3,2609,507,,93,708.5,,10,15,62,5904,6,264230
-1,0,6,,3,,4,,2,1669,,,4150,,7,417,0,0,,0,,,,,884.333,7415,44,11,77045,501,7893,2947
-1,6,0,1,,1,,1,,,,12311,,72962,0.142857,0,1492,,1,5,14912,19523,,,,,276607,238808,171,11060,50,4273
-1,6,0,1.16667,,0,,1,,,,32660,,31,0.142857,0,954,,3,5,34729,353,,,,,1,18554,4837,580,1786,24609
-1,0,6,,1,,1,,1,51950,,,7879,,7,697,0,1,,0,,,6,,790,12865.7,13,46,40307,811,592,22
-1,1,5,0,0,0,1,0,1,25,,,219,,3,400,463,1,0,0,,,32.5,97,837,,23,165599,1062,160,38,21
-1,5,1,1,0,1,0,1,1,51980,,6287,704,34687,0.333333,300,951,0,0,5,6287,26526,,,704,,1,32421,169647,14277,140,7028
-1,2,4,2,1,2,0,0,1,35,,8619,2466,72,1.66667,475,2533,2,2,2,14390,14390,,,818,3290.5,392709,1371,8252,4380,369,6
-1,6,0,2.66667,,1,,1,,,,19191,,746,0.142857,0,768,,1,6,68216,7759,,,,,1642,6420,13425,4310,6324,1717
-1,4,2,1,1,2,0,2,1,5591,,2511,121,3730,0.6,599,1386,0,5,3,3665,3665,,121,,,0,22769,3245,504,6927,28309
-1,1,5,11,2,4,4,0,2,9534,,17749,2196,7,3,401,970,0,2,1,74130,5345,,,,2633.25,7,2,124,14,9,24
-1,0,6,,2,,1,,2,9,,,1212,,7,408,0,1,,0,,,18,342,,2840.5,18,10,20,24,11,10
-1,2,4,7,1,4,1,2,1,70,,26666,26,1,1.66667,1330,1418,0,1,2,53032,12648,7.33333,83,,,0,1892012,135,1741,2379,1701
-1,0,6,,0,,0,,1,672380,,,56060,,7,428,0,0,,0,,,,374,1151,83709.2,2032,8619,111,3043,10647,6270
-1,0,6,,0,,0,,1,173627,,,5679,,7,606,0,1,,0,,,6,242.667,1412,31926,0,8,103,23,7350,8
-1,6,0,2,,2,,3,,,,2697,,67620,0.142857,0,1867,,2,5,2832,2832,,,,,0,51106,122673,13918,6089,4265
-1,0,6,,5,,8,,2,332764,,,395,,7,684,0,1,,0,,,37,147,716,,0,517492,209428,15,6700,1883
-1,1,5,3,0,7,0,0,1,186,,4597,4511,89,3,730,1023,1,1,1,8517,8517,1,,860.667,19970,5,194845,49,9,337,9
-1,2,4,2.5,1,1,0,0,1,112922,,27820,303,826,1.66667,906,1039,1,2,2,52411,5104,21,211,770,,0,36061,40344,41764,31698,223211
-1,1,5,15,3,9,4,0,2,36854,,12024,5340,3,3,730,1313,1,2,1,22897,17884,,,1175,8116.67,323,62,46,3,9,1277
-1,6,0,3.33333,,3,,4,,,,24305,,14,0.142857,0,522,,2,6,58747,8649,,,,,9,83058,63906,861,6201,9631
-1,0,6,,3,,3,,2,1153,,,982,,7,484,0,1,,0,,,,319.5,887.667,2591,0,27,1648,10131,3246,4427
-1,6,0,2,,1,,1,,,,21934,,29,0.142857,0,3255,,2,6,42648,38683,,,,,5,5604,3977,308664,137453,10769
-1,5,1,2.6,0,1,0,1,1,11,,9521,106,27,0.333333,131,470,1,2,5,19936,15005,,106,,,320294,28652,1446,1061,7231,8844
-1,6,0,1.83333,,1,,1,,,,2475,,90098,0.142857,0,921,,2,6,3825,5575,,,,,1,2833,6396,5781,4276,2883
-1,6,0,2,,1,,2,,,,24265,,77,0.142857,0,347,,1,6,53533,40558,,,,,415692,272219,125432,214588,5436,18703
-1,2,4,1.5,1,8,1,3,2,12298,,2980,163,8952,1.66667,513,1946,0,4,2,3042,2354,3,216,,,35,28,19,11685,354108,1151
-1,6,0,1.83333,,0,,0,,,,9613,,93,0.142857,0,906,,1,6,15405,3960,,,,,1,11089,93746,213,44465,1365
-1,1,5,1,1,1,1,0,1,236635,,131,411,34,3,551,379,1,2,1,131,131,45,100.5,905,,709681,15,9,738,35,118773
-1,6,0,1.16667,,2,,1,,,,4543,,85,0.142857,0,1070,,1,5,6364,6364,,,,,10,299,428,7175,885,254
-1,1,5,1,1,2,0,0,2,37,,919,983,39,3,2348,319,1,0,1,919,919,6,344,644,3577,9761,49,4591,8,13,26
-1,0,6,,2,,1,,3,55403,,,1393,,7,999,0,1,,0,,,,196.667,1556,3105.5,0,110785,8,71,101,1160
-1,3,3,3,0,0,0,0,1,24836,,6866,67,371,1,1990,2501,0,1,3,17798,,67,,,,14,17253,1333,29976,141,41583
-1,6,0,2,,1,,1,,,,13371,,6,0.142857,0,877,,3,5,25161,23233,,,,,18,40,50930,72546,525,1066
-1,1,5,4,1,7,1,0,2,2609,,8294,406,2,3,1216,2355,2,5,1,30792,595,39,130,912,,22718,1245,7330,424,211,762
-1,1,5,6,2,8,1,0,2,3973,,2683,7157,1,3,598,663,1,0,1,5168,2049,,,,7157.2,2282,19514,8325,1117,158,10
-1,0,6,,0,,0,,1,438,,,1068,,7,314,0,0,,0,,,30,,1544.33,1717,0,9,9,18,6,8
-1,6,0,2.16667,,1,,2,,,,49703,,108523,0.142857,0,1041,,1,5,74256,8409,,,,,0,241933,138827,48398,86345,696294
-1,1,5,1,1,6,1,0,1,336643,,108,138,1505,3,1576,3009,0,3,1,108,108,10.5,223.667,,,91,609570,1505,27,109306,25426
-1,0,6,,3,,2,,2,1561,,,4776,,7,2029,0,0,,0,,,23,356,514,9255,0,59,258,544,134,471
-1,5,1,2.4,1,4,0,4,1,3,,25219,1872,1907,0.333333,250,435,0,1,5,49909,45300,,,,1872,0,38806,3,9016,2659,5615
-1,0,6,,1,,1,,1,1652,,,555,,7,363,0,0,,0,,,61,319,877.667,,2,2982,2837,4,294,213
-1,6,0,1.33333,,0,,0,,,,73407,,7642,0.142857,0,414,,1,5,134845,465166,,,,,0,18939,31590,50774,41104,40468
-1,3,3,1,1,0,0,0,1,824,,11408,201,66,1,458,745,0,0,2,17859,4956,,201.333,,,11,7,378,939,449,6
-1,0,6,,0,,0,,1,8,,,57,,7,171,0,2,,0,,,23.3333,89.6667,,,21687,13,51634,13,126992,7674
-1,4,2,1.5,0,0,0,0,1,2806,,9561,66,1072,0.6,375,2921,0,2,4,15571,5876,66,,,,191327,19724,1430,12898,62077,4182
-1,0,6,,2,,4,,1,16927,,,429,,7,324,0,0,,0,,,6,77.5,1202,,935,560631,18,2888,18781,5
-1,1,5,5,1,0,1,0,1,127710,,3225,208,4,3,356,318,2,5,1,6518,6518,40,319.667,,,8,196416,33,123252,24819,22985
-1,2,4,10.5,1,8,0,0,1,25,,9734,164,13,1.66667,868,1799,1,2,2,35915,15992,,164,,,15,27,8,191,11,13
-1,1,5,1,1,0,1,0,1,16,,1619,114,659,3,317,3808,1,2,1,1619,,1,142.5,,,11,19942,9,9,15,26
-1,6,0,1.16667,,0,,0,,,,12656,,1462,0.142857,0,1324,,0,5,13543,15335,,,,,7,150057,220338,81828,197180,35328
-1,6,0,1.83333,,0,,0,,,,4651,,93,0.142857,0,475,,2,4,8686,2567,,,,,59241,1419,140,1531,7234,2894
-1,2,4,1.5,1,1,1,0,1,364922,,2324,1004,22,1.66667,754,463,0,0,2,3136,1381,,437,1193.33,,533678,120124,1205,12859,11160,36443
-1,0,6,,3,,4,,2,19,,,893,,7,346,0,1,,0,,,19.5,250,564,4253,9,3183,80,15846,8553,15693
-1,1,5,4,0,5,1,0,1,149,,10488,56,9,3,166,248,1,0,1,38011,,24.3333,103,,,87,5208,30391,48077,128046,11207
-1,0,6,,2,,2,,1,128662,,,947,,7,775,0,2,,0,,,28,,720.667,1744.5,44376,51798,1524,7097,1552,3010
-1,1,5,2,1,3,1,0,1,148089,,2731,218,25999,3,918,1688,0,3,1,5398,63,50.5,330,,,0,358463,25999,14665,3901,2927
-1,0,6,,2,,2,,1,230877,,,13174,,7,576,0,2,,0,,,,,,13173.8,0,19595,18055,8565,140443,202467
-1,3,3,3.66667,1,3,1,1,1,4670,,95295,69,3,1,109,357,0,1,3,132452,84149,5,198,,,4,53,222,1062,3354,13327
-1,1,5,1,0,0,1,0,1,142205,,2507,21780,87,3,384,1106,0,0,1,2507,,45,132,531,54095,3358,26872,132820,371787,118750,220616
-1,6,0,1.16667,,2,,2,,,,21817,,29,0.142857,0,961,,1,4,42147,,,,,,0,8654,72224,30067,23096,28645
-1,2,4,1,0,1,0,0,1,707446,,6,369,243897,1.66667,412,597,0,1,2,6,6,6,369,551,,15,146810,292121,26,5569,21609
-1,5,1,1.6,3,1,0,1,1,7297,,16407,195,1475,0.333333,215,1872,2,1,5,21401,12263,,195,,,29,1551,7297,1235,1368,4637
-1,6,0,2.66667,,1,,1,,,,19301,,2,0.142857,0,651,,3,6,32876,8539,,,,,27,136,1140,7121,11716,1339
-1,4,2,2,1,1,0,1,2,843,,10773,34,279,0.6,2461,805,1,1,4,18946,9282,34,,,,1529,597,16859,1088,16240,8354
-1,0,6,,1,,2,,2,235593,,,960,,7,690,0,0,,0,,,56,103,1141,2175,28578,31540,3429,5182,43432,79
-1,1,5,1,2,1,1,0,1,43123,,13258,258,648,3,735,1810,0,1,1,13258,13258,6,179,550.5,,16,2876,606,1457,4024,1674
-1,5,1,1.2,-1,1,0,1,1,12,,9303,25,7,0.333333,547,791,0,2,5,9363,8521,25,,,,8,4202,5709,20199,1281,12
-1,1,5,7,2,7,2,0,2,840,,15444,5866,16,3,544,1027,0,1,1,36970,9847,,,1098,20169,22,133,44,142541,5762,8523
-1,5,1,2.8,0,1,0,1,1,2590,,17454,2191,357,0.333333,210,620,1,0,5,37166,29044,,,,2191,8,2590,184490,4553,106225,20461
-1,0,6,,1,,1,,1,20,,,118,,7,734,0,1,,0,,,28,297,,,622451,9811,287,1006,340,1093
-1,5,1,1.6,0,0,0,1,1,1645,,9897,21,110,0.333333,823,885,0,2,5,13447,14336,21,,,,6,40341,211496,7218,8756,1645
-1,6,0,2,,1,,1,,,,5193,,36,0.142857,0,659,,1,6,6617,4997,,,,,47192,1058,130,173,3014,1019
-1,5,1,1.8,0,1,0,1,1,1436,,12792,617,343,0.333333,1252,970,3,1,5,17400,14105,,,617,,0,155337,1220,35977,1436,5894
-1,4,2,1.25,1,0,1,0,2,731260,,22243,2089,406,0.6,402,1574,2,2,3,25359,22857,,,1478,2699,0,198376,2222,625493,12433,165835
-1,6,0,1.83333,,1,,1,,,,14812,,51,0.142857,0,707,,1,6,38156,55975,,,,,0,11657,3962,6753,3608,3422
-1,4,2,3,6,3,5,3,1,8,,52058,3384,5,0.6,323,480,1,0,4,69882,46344,,,,3383.5,6,1799,1480,137886,38589,10198
-1,2,4,0.5,1,2,0,0,2,109688,,343191,1123,432,1.66667,584,926,0,2,1,343191,,26,298,1464,2705,493933,482825,60530,1419,5801,4075
-1,1,5,1,1,2,1,0,1,194424,,11124,1967,1229,3,1234,1697,1,0,1,11124,11124,50,,700,4516.5,39,57,14,1310,26,18
-1,3,3,1,0,1,0,0,1,240111,,26772,5270,3729,1,228,782,0,0,3,26772,14400,,117,,7847,5126,2158,4076,584298,102282,700923
-1,0,6,,21,,39,,5,12928,,,4673,,7,555,0,1,,0,,,67,172,892,8968.67,452,181,856,575,1033,4700
-1,4,2,1.5,0,0,0,0,1,8223,,3266,4,1414,0.6,730,289,0,1,4,3439,4121,3.5,,,,2,1657,995,8690,11785,125216
-1,4,2,1.5,0,1,0,1,1,769,,5685,143,20725,0.6,416,2275,1,1,4,6673,328,,143,,,15,217,46870,97921,1490,20856
-1,1,5,1,2,0,3,0,1,1531,,3401,1226,7613,3,176,2188,0,2,1,3401,3401,44,,895,3401,20,5709,1886,5,11,7536
-1,6,0,1.33333,,0,,0,,,,3389,,4997,0.142857,0,812,,1,6,3401,4704,,,,,0,129475,178581,39020,9701,75248
-1,6,0,2.66667,,1,,1,,,,16950,,7,0.142857,0,842,,1,6,24737,,,,,,30189,4061,11310,293,94794,225927
-1,0,6,,1,,1,,2,4315,,,7818,,7,389,0,0,,0,,,,,,7818.4,14,1703,11608,399,20,25
-1,5,1,1,1,2,0,1,1,18,,1737,854,275,0.333333,56,675,1,0,4,2117,2774,,,854,,0,13149,20079,8763,10040,7025
-1,3,3,4,1,1,1,0,1,58,,26974,12781,11,1,331,1651,1,1,3,55439,34512,,,,12781,0,2366,1125,118,57,1436
-1,3,3,2.66667,1,2,1,2,2,39519,,68847,71,49906,1,1020,1185,0,1,3,76255,71,,71,,,0,1288,162,122,272047,109058
