#churn_class_label,num_questions,num_answers,num_answers_recvd,a_score,q_score,a_score_stddev,q_score_stddev,relative_rank_pos,answering_speed,mean_rep_co_answerers,mean_rep_answerers,mean_rep_questioner,time_for_first_ans,a_q_ratio,a_post_length,q_post_length,a_comments,q_comments,num_q_answered,mean_max_rep_answerer,mean_accepted_answerer_rep,qrep1,qrep2,qrep3,qrep4,gap1,gap2,gap3,gap4,gap5,gap6,gap7,gap8
-1,6,2,2,1,1,0,1,2,1896,,5070,2082,9,0.428571,473,1188,1,2,5,8961,8342,,,,2082,274059,103316,1222,50417,2569,9124,6044,2836
-1,7,1,1.42857,0,1,0,1,1,944,,1774,39,15,0.25,221,930,0,3,5,3792,1461,39,,,,11696,11606,944,10435,4104,96817,107769,96285
-1,0,8,,0,,0,,1,148596,,,163,,9,581,0,1,,0,,,29.25,188,624,,1599,17,2921,4284,1050,100,13,30
-1,5,3,2,0,1,1,1,1,193372,,34661,1160,27,0.666667,396,756,1,1,5,69767,61945,,,1159.67,,0,49954,5684,7785,12586,24611,48837,37037
-1,1,7,2,2,4,2,0,2,34271,,2233,1941,2,4,1488,476,0,0,1,3719,746,49,142,746,3569,22,8622,27,33146,11,2,14720,18831
-1,7,1,0.571429,0,0,0,1,1,2825,,4986,137,952,0.25,120,1237,2,2,4,4986,6522,,137,,,7,54950,4200,15634,2825,85,20057,21869
-1,2,6,1.5,1,2,2,2,1,234397,,385,4103,1534,2.33333,538,843,0,0,2,536,84,16,198,722,11480,7,3,70237,6,1307719,12,166932,8453
-1,0,8,,1,,1,,1,1899,,,8832,,9,584,0,0,,0,,,,368,1284,11501,1204,170169,9,2,28754,365,10,634
-1,0,8,,1,,1,,2,919,,,731,,9,515,0,3,,0,,,23,340,827.333,2957,56313,12564,430,20,46897,76914,16,45938
-1,8,0,2,,0,,1,,,,3554,,169,0.111111,0,2431,,2,8,4236,8470,,,,,1400,1500,1206,218,1209,379,33,2818
-1,1,7,1,0,0,0,0,1,1238,,179,426,1441,4,258,1251,1,0,1,179,,30,184.333,594,1777,135161,6,19,11,1403,121003,2709,8880
-1,0,8,,1,,1,,1,55,,,1354,,9,861,0,2,,0,,,23.5,138.25,1097,9136,2878,18115,2302,58,56,20,1213,4139
-1,3,5,3,1,3,1,4,1,80,,2108,2441,12126,1.5,426,1221,1,2,3,4108,1574,1,76,827.5,10472,794,19877,4157,42,271,1979,448,12
-1,4,4,2,1,1,0,1,1,22,,4418,5876,579,1,572,620,1,0,4,6558,2389,,316,,7728.67,3,195,77,8781,895,3176,6,1517
-1,8,0,1.625,,1,,1,,,,8016,,71386,0.111111,0,870,,1,8,9843,1637,,,,,7,800,10320,8713,3999,421,3067,1910
-1,0,8,,2,,2,,1,342682,,,1796,,9,1240,0,0,,0,,,26,235,1474,8896,0,6,12,32,11,9,19,18
-1,0,8,,1,,1,,2,17666,,,326,,9,524,0,1,,0,,,13.5,180.75,929,,12,28483,371,8,23,16,167,9576
-1,4,4,1.5,1,1,1,1,1,606690,,26031,614,2158,1,571,806,1,1,4,30113,39772,,203.5,1436,,67217,10458,19164,3692,4736,164,334,40
-1,2,6,1.5,16,20,32,18,1,24,,1164,1287,0,2.33333,587,455,1,0,2,1471,856,,179,1079,3227,26319,1228,1513,0,11364,67834,0,341364
-1,3,5,2.66667,1,2,1,1,1,152398,,31151,171,10,1.5,467,1179,0,1,3,55679,43741,13,102,555,,17,8946,16929,908,842,5739,3155,7230
-1,5,3,1.2,0,1,0,1,1,78131,,54100,729,2837,0.666667,617,807,0,1,4,54213,54164,,,729,,0,14,199,1037,73,7146,1656,1768
-1,8,0,1.125,,1,,2,,,,18351,,323,0.111111,0,1461,,1,7,19800,28161,,,,,199260,31922,15352,3598,92661,35837,17278,26400
-1,7,1,1.28571,1,1,0,1,4,92290,,908,65,12792,0.25,57,491,0,0,6,2235,2946,65,,,,48,2977,3010,86301,30025,3138,14435,11605
-1,3,5,2.33333,1,1,1,1,2,663710,,7761,969,27,1.5,793,1629,0,2,3,15131,17329,,142.5,811.5,2936,765898,63376,30202,29385,4,2572,16881,20203
-1,1,7,9,4,4,9,0,2,102780,,26025,6275,4,4,445,1169,0,4,1,131909,20943,56,,782.667,17624,25,179,24,27,12,23,1054,9
-1,2,6,1.5,1,1,1,1,1,108,,547,340,20580,2.33333,461,4681,1,0,2,945,148,10.3333,247,1514,,100886,33266,39846,60514,78,3496,18,851
-1,0,8,,1,,1,,1,22400,,,552,,9,487,0,0,,0,,,35,163,1110.5,1766,117423,264015,30161,87959,10,50292,2480,1167
-1,7,1,1.85714,1,2,0,1,1,234,,13227,674,299,0.25,1248,2076,0,3,7,27001,27001,,,674,,30457,53981,2171,234,659,71044,61,6398
-1,8,0,3,,1,,1,,,,44368,,6,0.111111,0,1086,,1,8,106068,133878,,,,,7,1395,956,85,1843,34,66,89
-1,5,3,3.2,4,2,1,3,3,14326,,28751,1873,34,0.666667,1667,780,1,1,5,57293,18322,27,,,2796,4785,15641,41111,131275,1079766,142533,7177,213800
-1,4,4,2.25,1,3,0,4,2,113766,,11165,3870,59,1,871,1700,1,0,4,26564,2041,,334,1613,9662,12,23594,38728,44,230230,20116,325741,26999
-1,0,8,,3,,4,,1,453522,,,6047,,9,576,0,0,,0,,,11,,1082,7880.17,253288,107906,10208,23206,154371,83121,273539,187
-1,4,4,2.75,1,3,1,2,1,110,,13755,664,26,1,656,757,1,1,4,30644,16243,31,165,1229,,782,703290,2961,38631,63416,1435,31,16512
-1,7,1,1.28571,0,1,0,1,1,16282,,4273,312,38322,0.25,854,966,0,0,7,5715,13985,,312,,,0,815071,32,98,80,893,3158,1623
-1,7,1,6.42857,0,7,0,7,1,48,,26202,3124,5,0.25,497,770,0,1,7,97021,38378,,,,3124,21399,755,244,255,492,880,23,8780
-1,5,3,4,0,7,0,6,1,184820,,7838,667,81,0.666667,400,1392,0,1,5,20498,9759,,,667,,0,37990,99,38379,49416,190957,1563,5655
-1,0,8,,1,,1,,2,12917,,,439,,9,489,0,1,,0,,,47,224,787.25,,0,1277,1008737,34,33,480,46,484
-1,3,5,1.66667,2,2,3,2,2,227,,21188,5326,368,1.5,540,871,0,0,3,40323,7993,13,417,780.5,24637,0,1083,24565,2859,71,30596,8162,72363
-1,0,8,,1,,1,,1,317,,,1090,,9,471,0,1,,0,,,48,386.667,940.333,4689,0,40308,8881,334,1286,87,10512,772
-1,1,7,5,2,3,3,0,2,3475,,2816,19762,2,4,436,622,1,0,1,6637,6637,,,975,27277.2,0,54,1041,160,7,4370,37,138
-1,3,5,2,1,1,2,1,1,5770,,703,1136,97091,1.5,472,2749,0,0,3,1235,1235,67,113,837,3827,10,1333,7,6,11499,96751,16,132322
-1,0,8,,1,,2,,2,51,,,377,,9,456,0,1,,0,,,6,210,1184,,1134,25,1567,2859,29,2563,1095,12
-1,0,8,,3,,3,,4,4902,,,7905,,9,568,0,0,,0,,,,296,996.667,14988,2,250,1137,13,9,5,305,133
-1,0,8,,1,,1,,1,2572,,,745,,9,871,0,1,,0,,,1,133.5,792,2317,2,140050,48679,243,2279,3055,1636,166
-1,3,5,6.33333,0,4,0,4,1,20,,16619,618,7,1.5,400,833,1,0,3,57333,12527,27,194,956,,334,84220,36,200,24,501,24,34
-1,6,2,3.33333,6,5,6,4,2,190073,,26073,543,18,0.428571,584,842,1,2,6,50182,55750,,305,780,,160345,169549,29833,4209,46746,316069,30,119562
-1,1,7,2,0,0,1,0,1,290,,133,101,13,4,585,2895,2,4,1,154,111,24.75,202,,,49,10,123,1018,266,32,24,46
-1,6,2,2.5,0,2,0,2,1,1374,,20882,78,361,0.428571,1347,957,1,0,6,62156,70635,,78,,,9,1257,232,30144,764569,7083,312893,34319
-1,8,0,1.75,,0,,1,,,,13834,,10,0.111111,0,1227,,1,6,21006,5139,,,,,9,275008,6052,4195,9908,20268,4404,10066
-1,0,8,,1,,1,,1,279373,,,1331,,9,576,0,1,,0,,,14.6667,209.5,1398.5,7387,2,4575,2307,78,36398,24031,3092,4107
-1,1,7,1,1,4,1,0,1,9,,265,1851,11980,4,321,235,1,0,1,265,265,35,100.5,569,4051.33,8,572,34,106,773,14,59,96
-1,0,8,,3,,2,,2,41377,,,2192,,9,1697,0,2,,0,,,,173.5,1303,4426.67,0,79,1116,163,137,7916,485,2337
-1,3,5,2,2,14,3,14,2,88039,,5754,2360,553,1.5,377,514,0,1,3,8532,5467,,297,955,5126.5,1392,585,21,2138,2238,472840,288752,2
-1,7,1,1.85714,0,0,0,0,1,1100,,12193,36,32,0.25,336,618,0,1,7,19467,10243,36,,,,4246,71957,27629,45790,1100,286,8916,19720
-1,0,8,,0,,0,,1,535,,,318,,9,403,0,1,,0,,,33.8,370,1002,,37,124,62,64,25,88,1268,756
-1,0,8,,1,,1,,1,551471,,,9482,,9,1068,0,1,,0,,,11,130,472,15047.8,8,38,57,12,1287,2049,1121,1856
-1,1,7,4,1,1,1,0,2,1608,,5513,5149,21,4,497,475,0,0,1,20169,694,,71,1175,8166.67,0,2644,30183,37622,14,1891,972,41
-1,8,0,1.25,,1,,0,,,,13624,,26047,0.111111,0,568,,1,8,14523,14523,,,,,1,3617,20,125,72,3087,96097,187
-1,7,1,3.42857,0,2,0,3,1,11237,,12863,3113,44,0.25,127,270,0,1,7,43027,13817,,,,3113,4,1601,7034,5795,11664,4156,10527,26255
-1,7,1,1.71429,1,2,0,3,1,419530,,1846,45,65911,0.25,504,509,0,2,7,2691,,45,,,,1006,1551,106835,10028,4323,24512,132188,1495
-1,1,7,1,0,0,1,0,1,832,,1178,2072,957,4,193,333,1,1,1,1178,,23,,560,6714,0,37147,29,11720,15,21236,140,152
-1,7,1,1.14286,0,0,0,0,1,294870,,12528,1061,1042,0.25,290,1041,0,2,5,29528,6853,,,1061,,42,92163,14636,12846,19859,89,99907,9790
-1,6,2,2,0,1,0,1,1,965,,7266,62,598,0.428571,653,1421,1,1,6,17477,6811,62,,,,188,1717,221468,10157,77753,106569,213,7266
-1,8,0,2.125,,1,,1,,,,25087,,7,0.111111,0,1106,,2,8,48775,27195,,,,,3,7582,954,11303,31761,3009,53204,74946
-1,0,8,,2,,2,,2,398647,,,3582,,9,690,0,0,,0,,,16,113,779.5,6742.25,6,22,38011,1682,529445,35962,233711,4
-1,2,6,3,2,6,1,2,2,31302,,11212,3829,68,2.33333,1113,1585,1,0,2,41750,1760,,,926,5279.75,138458,286868,19840,210181,3281,30212,76,10355
-1,1,7,2,0,1,0,0,1,69606,,2786,1455,16,4,860,700,0,0,1,5154,,45.75,141,,4932,12527,76288,50706,10,222848,12,214555,4464
-1,0,8,,0,,0,,1,26,,,319,,9,350,0,0,,0,,,32.75,,605.25,,70878,866,23,35,28,242,149,17
-1,7,1,3,1,2,0,3,1,46702,,4004,18,74974,0.25,340,745,1,1,7,6320,2393,18,,,,0,2579,23085,175955,21222,81999,31765,217733
-1,0,8,,2,,2,,2,356,,,2996,,9,1305,0,1,,0,,,38,241,1206.5,9018.5,2,258954,172503,271096,17,1510,2762,26008
-1,1,7,2,0,0,0,0,1,40,,7797,4020,7,4,472,423,1,2,1,15577,,38.3333,,1125,8966,8,1168,9,78,9,71,16014,5
-1,7,1,3.28571,0,1,0,1,1,12,,28348,493,711,0.25,622,716,0,2,7,53107,55107,,,493,,18227,14364,1552,1455,64736,6178,286246,11421
-1,0,8,,12,,23,,2,98797,,,1449,,9,586,0,0,,0,,,,310,1056,5298,0,113583,27,28,4,20,204,293878
-1,8,0,1.5,,1,,1,,,,2814,,29,0.111111,0,1102,,1,8,3985,1955,,,,,6792,1712,21554,2580,92,7141,288,294
-1,8,0,1.75,,1,,1,,,,60121,,52,0.111111,0,511,,3,6,69399,2443,,,,,139036,4698,5797,153,52944,64641,2927,2927
-1,1,7,1,0,0,1,0,1,22,,4487,25908,3,4,295,779,1,0,1,4487,4487,42,339.5,,45158.2,1327,367,55,1102,78,65,1173,16018
-1,5,3,1.6,0,2,0,2,1,130,,11359,798,193,0.666667,581,1121,0,1,5,14093,14093,36,128,,2231,70410,242,48304,6449,1499,65776,33553,15
-1,3,5,1,0,1,0,0,1,898,,102438,338,14,1.5,493,1761,1,4,3,102438,102438,11,158,682,,12,48692,223,1583,45805,51,161,1670
-1,6,2,1.83333,2,2,2,2,1,732,,1137,957,2791,0.428571,556,836,2,1,6,2330,715,,,957,,11,73031,1426,6,38,3,5877,23287
-1,7,1,3.42857,2,25,0,57,1,6,,23110,1263,110,0.25,101,622,0,0,7,34585,25025,,,1263,,3,39502,25702,33129,34843,13798,4865,6
-1,1,7,2,3,5,3,0,3,12729,,24931,3567,7,4,705,839,0,0,1,36812,36812,,,656,4731.4,38,264,1402,14,15,5821,13,23
-1,0,8,,1,,1,,1,24,,,1462,,9,390,0,1,,0,,,,299,1335,6494,125275,877,1642,13,57,422,737,376
-1,1,7,8,0,16,0,0,1,61,,39232,4056,17,4,849,2721,0,2,1,218276,116,,,909,5629.75,40,1122,336,72,1116,28,1755,13
-1,8,0,1.5,,1,,1,,,,5553,,62,0.111111,0,1303,,2,8,8572,5314,,,,,3183,1357,104,643,1819,164,2284,170
-1,0,8,,0,,0,,1,651623,,,113,,9,598,0,0,,0,,,30.75,195,,,222636,10,122,17,969,5867,4,2866
-1,1,7,2,3,0,3,0,2,105,,493,7038,37,4,435,909,0,0,1,773,,,275.5,474,17082.5,0,13969,152,1275,1400,3198,17080,2830
-1,0,8,,1,,1,,1,6025,,,1207,,9,929,0,1,,0,,,9,173,686.333,2472.67,5941,59,73,811,220,53,113,896
-1,0,8,,1,,1,,2,1351,,,2034,,9,1129,0,1,,0,,,15,,774,3967,108,1113,255,286,3674,18,105,1785
-1,5,3,2.4,1,3,0,2,1,27001,,16442,548,13746,0.666667,1873,2443,2,0,5,49058,10759,,,548,,0,1319,93493,214615,40,25756,7179,36551
-1,5,3,1.2,1,2,1,1,2,47833,,11137,678,50,0.666667,547,1542,1,1,4,12323,10277,,346,1010,,95304,1354,18722,241805,1352,7453,3022,87556
-1,5,3,2.4,0,1,0,1,1,971,,34244,298,17,0.666667,9115,347,1,0,5,51498,132439,22,,851,,21852,7226,2862,7,10182,27133,72133,15802
-1,8,0,2.5,,0,,2,,,,92000,,150,0.111111,0,782,,2,8,107277,106276,,,,,64,251,1968,8747,32,3398,10061,16531
-1,0,8,,0,,1,,1,395,,,169,,9,199,0,1,,0,,,19.25,317.75,,,228131,493,35,784,966,16554,1873,44
-1,7,1,1.85714,1,3,0,2,1,16,,8568,112,144,0.25,516,820,0,0,6,20815,8670,,112,,,0,132451,362885,15543,19214,64624,147946,38776
-1,0,8,,5,,10,,2,183320,,,4083,,9,354,0,1,,0,,,11,110,873,10262,4044,1462,42987,6,6130,382013,24451,7227
-1,0,8,,1,,1,,2,13,,,647,,9,513,0,1,,0,,,44,90.3333,1257,3512,76360,12818,95,1081,246,159480,116,164
-1,0,8,,2,,5,,2,6202,,,1230,,9,488,0,0,,0,,,51,,814.5,2649,1837,97,1653,983,335,7,4,12
-1,4,4,1.5,0,1,0,1,1,152078,,11369,407,30246,1,583,1385,0,0,4,11833,14442,13.5,182,1420,,0,34514,129310,2792,461162,1164,11397,7
-1,2,6,1.5,1,1,1,0,1,27,,19928,91,8518,2.33333,598,4103,1,3,2,20019,391,14.5,243.5,,,12801,7159,89007,30,206,19,33,36
-1,8,0,1.625,,1,,1,,,,4549,,21715,0.111111,0,890,,1,8,6132,8807,,,,,0,245,3188,122354,41599,59446,175055,4077
-1,0,8,,1,,1,,1,461591,,,1509,,9,446,0,0,,0,,,21,280.333,1347,3288.67,266,53,533,73,23,8,3320,36
-1,5,3,1.4,0,1,0,0,1,180342,,2738,64,46,0.666667,184,606,0,0,4,4462,5003,42.5,108,,,103335,182,5394,1919,2777,5743,11180,5832
-1,6,2,2.33333,2,1,1,1,2,533752,,14275,6212,23,0.428571,242,5057,0,2,6,26563,21427,,,1273,11150,0,28812,1321,1482,2798,32785,44828,80772
-1,8,0,1.625,,1,,1,,,,58128,,21,0.111111,0,590,,2,7,102896,61972,,,,,112867,44335,135933,1463,27,20857,48,63
-1,1,7,0,3,1,2,0,2,300,,,9653,,4,767,480,1,0,0,,,,149,935.5,32627,911004,1507,1879,20012,2998,1241,1089,636
-1,1,7,2,1,5,1,0,1,88037,,1084,1665,177875,4,928,1765,1,4,1,1443,724,13.75,161,,5718.5,0,262,41597,6820,8753,21654,89102,13302
-1,8,0,1.625,,1,,1,,,,13031,,4073,0.111111,0,534,,3,7,23205,12714,,,,,3,453,1571,54,2642,1212,2769,113
-1,0,8,,3,,2,,2,2451,,,1321,,9,413,0,0,,0,,,,246,587,5329,0,37,7,2937,24714,26,74517,4366
-1,4,4,3.25,1,5,0,4,1,1775,,62357,866,270,1,642,1376,0,1,4,81162,67670,6,,1153,,11113,174560,16586,6563,6941,6901,27236,13
-1,0,8,,1,,1,,2,289210,,,770,,9,868,0,1,,0,,,17.6667,173,558,2599.5,10,1078569,15,53300,26,253,34,632
-1,0,8,,2,,2,,2,58433,,,3294,,9,669,0,1,,0,,,41,114,1406,7325.33,0,12,18,725,59710,567487,246239,78
-1,6,2,4.33333,1,3,0,3,1,17,,8712,110,15754,0.428571,196,1707,1,2,6,23397,1391,,110,,,0,10,2824,8315,42111,9940,23,5434
-1,1,7,1,1,0,1,0,1,328235,,498,1343,4092,4,3503,917,0,1,1,498,498,,345,498,1957.67,14,4092,26671,41752,3,20970,1318,45962
-1,8,0,2,,1,,1,,,,13295,,36150,0.111111,0,388,,1,8,22822,27867,,,,,12,1367,2370,5820,3510,9615,9869,1310
-1,4,4,1,0,0,0,0,1,4347,,85,23,4683,1,373,724,0,2,4,85,85,22.5,,,,6937,29,62056,7205,94829,6077,5616,4098
-1,8,0,2.25,,0,,1,,,,14537,,4016,0.111111,0,578,,2,8,24208,12376,,,,,13,19081,376,646,3751,830,18127,6133
-1,0,8,,3,,3,,2,110507,,,8914,,9,575,0,1,,0,,,65,,1067,11696.8,917,10,2,250,1232,1,143,1231
-1,3,5,2.33333,1,1,1,1,1,200182,,34168,6503,6259,1.5,1408,2228,0,0,3,73442,11524,1,417,,12796,634739,18663,16365,11554,7199,17899,7684,71502
-1,6,2,3.5,-1,1,0,1,1,411,,114194,12626,12699,0.428571,182,276,1,2,6,185416,23224,,81,,25170,3097,800,263,10155,7606,74338,511163,120270
-1,2,6,4.5,1,4,1,3,2,93860,,10063,5483,11004,2.33333,488,897,0,1,2,23893,6324,,243,,8102.25,4,112,37788,6,2249,1836,17340,50184
-1,3,5,2,0,1,0,1,1,12,,131167,2364,32,1.5,230,765,0,0,3,147244,125416,6,,1498,3438.67,1508,10027,1843,5195,105,1318,1648,4726
-1,0,8,,1,,1,,1,57,,,2069,,9,952,0,1,,0,,,35.6667,114,652.5,7514,54494,95,23,7073,2955,28771,7469,14128
-1,7,1,1.71429,2,1,0,2,2,945,,18220,95,42,0.25,508,2199,0,1,7,29579,22366,,95,,,87850,59024,47298,945,16476,9952,62074,12446
-1,0,8,,0,,0,,1,5558,,,1823,,9,347,0,0,,0,,,,178.333,638,3352.75,11,13,18525,3858,14,46,4841,434
-1,0,8,,1,,1,,1,71708,,,1801,,9,995,0,1,,0,,,55,147.5,1555,4148,166359,10666,2368,99946,62064,4382,172564,49
-1,8,0,3,,1,,2,,,,6120,,25,0.111111,0,982,,3,8,12010,9547,,,,,1373,109125,283,18745,14070,201081,18139,31352
-1,8,0,1.125,,1,,1,,,,69392,,13,0.111111,0,773,,1,7,100143,140093,,,,,4,6256,1270,9725,633,2246,107,145
-1,5,3,3.8,0,2,0,1,1,2931,,22526,5468,17,0.666667,707,1653,1,0,5,61065,18225,,,,5468,0,4415,2880,2029,2526,4116,3160,1077
-1,4,4,3.25,2,2,2,2,1,136,,35700,564,78,1,149,281,0,1,4,77202,70114,60,379.5,1436,,29,227716,158069,14843,66318,77167,20,81
-1,0,8,,1,,1,,1,111,,,1837,,9,371,0,3,,0,,,37,242.5,,3534.5,0,486,1166,19118,4,3302,925,9920
-1,2,6,1,1,1,1,0,2,172101,,12102,1574,50,2.33333,120,652,1,5,2,12102,12102,,314,1199,2767.5,0,2,3,4,59978,8,56,44
-1,0,8,,2,,2,,1,29497,,,2628,,9,323,0,1,,0,,,55,190,1258,4223,65160,25663,1223,37,18000,108742,17858,4432
-1,1,7,3,0,13,1,0,1,51325,,612,31,2999,4,726,2529,1,8,1,1607,,9.6,84,,,152,26,13,29,1008,19,68,520
-1,6,2,1.66667,1,1,1,1,2,246,,3057,561,225,0.428571,1355,731,0,1,5,4275,3871,57,,1064,,4,93808,125085,482,740,2018,68728,6230
-1,8,0,1.375,,2,,2,,,,33061,,35696,0.111111,0,676,,1,8,33811,9848,,,,,0,32020,83239,1775,1803,71776,2325,13277
-1,8,0,1.5,,0,,1,,,,38183,,61,0.111111,0,1917,,1,8,48657,40614,,,,,9857,10126,8325,11808,1156,7835,1142,24279
-1,0,8,,0,,0,,1,348976,,,379,,9,635,0,0,,0,,,17,219,1061,,149530,23,399,19,16,27,855,470
-1,8,0,1.125,,0,,0,,,,8726,,43,0.111111,0,1412,,1,8,8926,9260,,,,,8,44963,81498,10368,19545,21788,8668,286
-1,6,2,1.5,0,0,0,1,1,249,,33000,12,9,0.428571,567,1656,1,1,5,35997,,12,,,,0,1333,42684,472,461648,332567,20092,74294
-1,6,2,1.33333,1,0,1,1,1,6874,,30717,90,2495,0.428571,1126,1307,2,1,6,31839,23487,,90,,,2,15425,38080,4324,30783,12582,73015,1165
-1,1,7,0,0,1,0,0,1,379667,,,918,,4,307,878,1,1,0,,,37,145,675.5,4818,0,5233,12,294,13,1021,5008,5473
-1,4,4,2.25,1,1,0,0,1,66172,,83244,1243,30,1,312,489,0,0,4,188293,188293,29.5,,708,4205,118202,50370,197215,226212,138310,112078,34,550426
-1,4,4,2.5,5,16,3,20,4,989,,9810,4055,1831,1,925,476,1,0,4,19934,16650,,,,4055,1413,1717,8333,26,47810,53285,54073,3036
-1,7,1,2.28571,1,0,0,1,1,7,,15390,194,111,0.25,684,847,0,1,7,29332,31637,,194,,,1,37047,14530,408,8426,14046,519,28643
-1,7,1,2.57143,0,2,0,2,1,54,,31538,120,59576,0.25,353,583,0,0,7,87153,2929,,120,,,7,37465,1640,54,68048,5202,36573,916
-1,2,6,1,2,1,1,1,2,62,,3224,622,224,2.33333,469,279,1,0,2,3224,4324,47,182,876,,139539,42414,22530,7277,1545,148061,6299,2331
-1,0,8,,3,,3,,2,56234,,,15105,,9,495,0,0,,0,,,,,647.5,20887.4,20,2800,124025,659,7,2409,7,7655
-1,2,6,2,1,0,1,0,1,3449,,2957,556,228,2.33333,351,1735,1,1,2,4737,1177,13.5,122,1062.67,,14,17392,1573,1442,20268,18564,3,3088
-1,0,8,,1,,1,,1,197051,,,1199,,9,484,0,1,,0,,,,363,762.667,4653,77,71635,76,162815,18,5635,107,15
-1,3,5,1.33333,1,2,0,0,1,1034,,4876,1239,551,1.5,786,1108,0,0,3,4876,4876,31,156,1213,3584,18,24928,2045,304,22982,128074,84,1516
-1,0,8,,1,,2,,1,35774,,,298,,9,618,0,0,,0,,,22.5,181.75,804,,1045597,14,1506,16,1457,273,720,178
-1,0,8,,2,,2,,1,63704,,,3438,,9,612,0,1,,0,,,35,74.5,837,12403,94384,4,5,3223,291,2175,2830,3
-1,8,0,2,,2,,3,,,,10027,,14515,0.111111,0,1512,,2,8,19105,24846,,,,,0,84710,141,47650,1178,3190,13148,109
-1,0,8,,2,,2,,2,4822,,,2902,,9,665,0,1,,0,,,35,194,1117.5,5188,142658,19967,1700,1466,340,1201,81,1263
-1,0,8,,1,,1,,3,597,,,963,,9,455,0,1,,0,,,62,356,765.333,2317.5,6115,5015,3407,3774,5793,22507,1122,1358
-1,2,6,2,2,2,2,2,1,51528,,8864,1323,7933,2.33333,309,877,1,0,2,23369,,67,135,983,2883.5,14719,6195,5640,21,726,14,215,1251
-1,0,8,,0,,1,,1,15,,,1083,,9,376,0,1,,0,,,29,,1279.33,2370,97,23,1295,11333,2693,2934,478,7005
-1,5,3,1.8,0,0,1,1,1,71,,15405,1040,9,0.666667,238,1324,0,0,5,19224,13458,,,1040.33,,6,831,5643,8,1124,6177,10701,77615
-1,6,2,1.16667,0,0,0,0,1,183762,,36809,15,167,0.428571,1864,292,0,1,6,37161,42967,15,,,,0,3812,67630,13411,5465,206,43206,1618
-1,0,8,,1,,1,,1,28,,,8618,,9,801,0,0,,0,,,,370,1139.5,14418.8,0,401,410,40,17,7,594,97
-1,5,3,2.4,0,0,0,0,1,23364,,1264,28,36580,0.666667,1592,1087,1,1,5,2865,476,28,,,,49,168,1546,25475,30782,3587,2868,60600
-1,7,1,1.28571,0,1,0,1,1,104,,36295,142,17211,0.25,415,1319,0,2,7,37101,80059,,142,,,14,132396,251897,104,57358,22059,154499,18580
-1,8,0,1.625,,0,,0,,,,4010,,31,0.111111,0,1117,,1,7,6444,6017,,,,,45,5805,90674,54748,48744,21913,8448,18540
-1,0,8,,0,,0,,1,283,,,638,,9,394,0,1,,0,,,17,377.5,1079,,283605,555,60535,1429,4564,1174,325,21
-1,8,0,2.625,,1,,1,,,,41157,,15886,0.111111,0,196,,1,8,61715,6404,,,,,6,4262,274,37,1126,114,1024,71
-1,2,6,6.5,4,4,3,2,2,24560,,29278,2869,8,2.33333,354,164,0,1,2,116040,26711,,289.333,,5448.67,100867,1547,9,5827,1178,273,99031,41887
-1,8,0,2.375,,0,,1,,,,14575,,5,0.111111,0,865,,2,8,34405,21137,,,,,9,325,100,366,1334,219,2641,1589
-1,1,7,4,4,4,4,0,4,50,,14176,7071,11,4,331,3985,1,0,1,27244,27244,,,928.5,11499.8,11,3355,941,407,1102,2681,1418,1252
-1,1,7,1,0,1,0,0,1,18,,457,766,1,4,422,989,1,0,1,457,457,1,94.3333,1034,2023,26,21,16,41,857,122,7248,134
-1,0,8,,6,,4,,2,229104,,,1880,,9,893,0,2,,0,,,28,294,690.333,6175,369233,139303,25095,172937,867,10381,2967,20557
-1,6,2,2.16667,1,3,1,1,1,5811,,19670,2624,9937,0.428571,725,788,0,0,6,82457,82370,,,628,4620,0,4271,182,12169,192396,5164,34028,53895
-1,0,8,,2,,1,,2,45589,,,975,,9,442,0,1,,0,,,1,195.2,,3412,0,7141,4338,3889,34,8,365,1399
-1,0,8,,2,,3,,2,2845,,,26430,,9,594,0,1,,0,,,16,266.333,,52656.8,0,652,93,233,97,31,222,603
-1,8,0,1.25,,1,,1,,,,8330,,23,0.111111,0,1287,,2,7,12961,19620,,,,,38,8596,45991,14187,18745,10543,11187,18669
-1,3,5,2,1,2,2,3,2,2367,,2549,217,7441,1.5,301,833,2,1,3,4327,5843,23.6667,302,714,,14,51351,281,4,46,104,381206,112421
-1,2,6,1,0,0,0,0,1,336419,,329,1178,3076,2.33333,746,1201,0,1,2,329,329,11,329,1459.5,2631,105840,2405,42,1837,5106,23185,2982,5520
-1,5,3,1.6,1,1,1,1,1,2702,,3942,56,428,0.666667,980,1125,1,0,4,4967,4385,1,84,,,27,119467,28642,1293,70786,3056,74642,23301
-1,4,4,3,0,0,0,0,1,8851,,14975,187,87,1,4947,3252,1,0,4,62574,17723,62,,562,,0,1388,2923,384548,22875,6803,51870,1320
-1,0,8,,1,,1,,1,81,,,638,,9,356,0,1,,0,,,16.6667,221.333,501,3890,635061,71,10,1136,327,5,38,16
-1,2,6,1.5,2,3,1,2,2,276319,,936,405,543,2.33333,576,602,1,0,2,1179,1179,33,335,997.5,,61987,151,3989,34473,103,1676,30,79
-1,6,2,4.5,5,2,4,3,5,39,,13617,501,73,0.428571,1625,1136,1,0,6,71355,3114,,111,890,,229,1135,414,7,12952,17190,12648,18701
